Pitcher,G,W,L,SV,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
Mae Yuito,14,0,3,0,0,0,106,24.0,19,3,28,14,0,0,0,15,9,3.38,4.60,3.48,1.38,105,111,90,-1.22,2.8%,26.4%,13.2%,13.2%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Masui Hirotoshi,10,2,0,1,0,0,126,31.0,26,0,27,9,0,0,0,8,5,1.45,2.68,3.37,1.13,245,65,87,-1.23,0.0%,21.4%,7.1%,14.3%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Matsuyama Masayuki,21,1,0,1,0,0,92,20.0,22,2,14,12,0,2,0,13,12,5.40,5.56,4.58,1.70,66,134,118,-0.16,2.2%,15.2%,13.0%,2.2%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Miyagi Hiroya,13,6,2,0,0,0,246,59.2,51,2,49,23,0,1,3,22,18,2.72,3.56,3.74,1.24,130,86,97,-0.84,0.8%,19.9%,9.3%,10.6%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Muranishi Ryota,8,2,1,0,0,0,103,22.1,24,3,21,17,0,1,1,14,9,3.63,5.84,4.41,1.84,98,141,114,-2.21,2.9%,20.4%,16.5%,3.9%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Nakata Yuito,21,1,2,3,0,0,99,22.0,27,1,9,9,0,1,0,12,10,4.09,4.69,4.80,1.64,87,113,124,-0.60,1.0%,9.1%,9.1%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Saitoh Koki,13,0,0,0,0,0,42,11.0,10,0,12,1,0,0,1,0,0,0.00,1.65,2.18,1.00,999,40,56,-1.65,0.0%,28.6%,2.4%,26.2%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Sakakibara Tsubasa,10,4,1,0,0,0,223,51.1,48,3,30,24,0,0,2,28,21,3.68,4.55,4.53,1.40,96,110,117,-0.87,1.3%,13.5%,10.8%,2.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Satoh Kazuma,4,0,2,0,0,0,43,6.2,12,3,1,11,0,0,4,14,13,17.55,14.06,7.13,3.45,20,339,184,3.49,7.0%,2.3%,25.6%,-23.3%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Sawada Keisuke,7,0,2,0,0,0,30,7.0,11,0,7,0,0,0,0,3,3,3.86,1.56,2.47,1.57,92,38,64,2.30,0.0%,23.3%,0.0%,23.3%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Suzuki Kohei,29,2,4,11,0,0,165,37.2,42,3,29,9,0,1,2,18,16,3.82,3.85,3.59,1.35,93,93,93,-0.03,1.8%,17.6%,5.5%,12.1%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Suzuki Yu,12,1,1,2,0,0,142,33.0,30,1,36,16,0,1,0,13,10,2.73,3.31,3.39,1.39,130,80,88,-0.58,0.7%,25.4%,11.3%,14.1%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Takeyasu Daichi,8,1,1,0,0,0,112,27.2,23,0,25,9,0,0,3,3,3,0.98,2.72,3.37,1.16,362,66,87,-1.74,0.0%,22.3%,8.0%,14.3%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Tanioka Futa,1,0,0,0,0,0,9,1.0,3,0,1,3,0,0,0,3,3,27.00,10.56,7.02,6.00,13,255,181,16.44,0.0%,11.1%,33.3%,-22.2%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Tohmei Daiki,25,1,0,0,0,0,110,25.2,27,2,19,6,0,2,2,14,11,3.86,4.02,3.62,1.29,92,97,94,-0.16,1.8%,17.3%,5.5%,11.8%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Tomiyama Ryoga,9,3,1,1,0,0,166,40.0,36,2,25,15,0,0,1,16,11,2.48,4.08,4.20,1.27,143,99,109,-1.60,1.2%,15.1%,9.0%,6.1%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Urushihara Taisei,6,1,2,0,0,0,130,34.0,24,2,29,8,0,1,0,8,8,2.12,3.41,3.18,0.94,167,82,82,-1.29,1.5%,22.3%,6.2%,16.1%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Yamada Nobuyoshi,1,1,0,0,0,0,3,1.0,0,0,1,0,0,0,0,0,0,0.00,1.56,1.47,0.00,999,38,38,-1.56,0.0%,33.3%,0.0%,33.3%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Yamaoka Taisuke,3,1,0,0,0,0,57,11.2,16,0,12,7,0,0,0,9,8,6.17,3.30,3.92,1.97,58,80,101,2.87,0.0%,21.1%,12.3%,8.8%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Yamasaki Sachiya,4,2,1,0,0,0,73,20.2,10,0,16,6,0,0,0,2,2,0.87,2.88,3.43,0.77,408,70,89,-2.01,0.0%,21.9%,8.2%,13.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Yamazaki Soichiro,2,1,0,0,0,0,12,3.0,2,0,3,1,0,0,0,0,0,0.00,2.56,3.13,1.00,999,62,81,-2.56,0.0%,25.0%,8.3%,16.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Yoshida Kazumasa,5,0,0,0,0,0,38,9.0,8,1,8,2,0,0,0,2,2,2.00,3.89,3.22,1.11,177,94,83,-1.89,2.6%,21.1%,5.3%,15.8%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Yoshida Ryo,7,1,0,0,0,0,19,5.0,3,1,5,1,0,0,0,2,2,3.60,4.76,2.69,0.80,99,115,70,-1.16,5.3%,26.3%,5.3%,21.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Acosta Jose,28,0,0,6,0,0,109,25.0,15,1,18,19,0,2,1,11,11,3.96,5.16,4.89,1.36,99,113,126,-1.20,0.9%,16.5%,17.4%,-0.9%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Ariyoshi Yuki,11,4,4,0,0,0,238,56.0,69,7,29,7,0,6,0,24,23,3.70,4.84,3.88,1.36,106,106,100,-1.14,2.9%,12.2%,2.9%,9.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Azuma Yusuke,11,0,0,1,0,0,41,9.1,11,0,6,4,0,0,0,8,5,4.82,3.56,4.31,1.61,81,78,111,1.26,0.0%,14.6%,9.8%,4.8%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Chen Kuan-Yu,6,0,0,0,0,0,37,10.2,3,0,6,4,0,0,0,0,0,0.00,3.56,4.26,0.66,999,78,110,-3.56,0.0%,16.2%,10.8%,5.4%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Doi Hideto,12,0,0,0,0,0,51,10.1,14,3,8,6,0,1,0,6,6,5.23,7.81,4.41,1.94,75,171,114,-2.58,5.9%,15.7%,11.8%,3.9%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Flores Jose,17,2,1,1,0,0,121,31.1,23,2,30,8,0,0,4,7,7,2.01,3.24,2.98,0.99,195,71,77,-1.23,1.7%,24.8%,6.6%,18.2%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Furuya Takuro,7,2,2,0,0,0,140,36.1,31,6,32,8,0,0,0,14,12,2.97,4.60,3.09,1.07,132,101,80,-1.63,4.3%,22.9%,5.7%,17.2%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Futaki Kota,4,1,1,0,0,0,90,24.0,14,3,23,5,0,2,1,7,7,2.63,4.14,2.80,0.79,149,91,72,-1.51,3.3%,25.6%,5.6%,20.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Hara Shu,17,0,2,0,0,0,114,22.2,27,2,22,17,0,1,0,26,20,7.94,5.14,4.36,1.94,49,112,113,2.80,1.8%,19.3%,14.9%,4.4%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Herrmann Frank,2,0,0,0,0,0,6,2.0,0,0,3,0,0,0,0,0,0,0.00,0.56,-0.20,0.00,999,12,-5,-0.56,0.0%,50.0%,0.0%,50.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Ishizaki Tsuyoshi,13,2,0,0,0,0,109,26.2,16,1,39,10,0,2,0,6,4,1.35,2.47,2.14,0.98,290,54,55,-1.12,0.9%,35.8%,9.2%,26.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Iwashita Daiki,1,0,0,0,0,0,9,1.2,4,0,3,0,0,0,0,1,1,5.40,-0.05,1.47,2.40,73,-1,38,5.45,0.0%,33.3%,0.0%,33.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Kamata Mizuki,19,1,0,0,0,0,77,17.1,11,0,12,12,0,0,2,6,6,3.12,4.25,4.80,1.33,125,93,124,-1.13,0.0%,15.6%,15.6%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Karakawa Yuki,2,0,0,0,0,0,7,2.0,1,0,1,0,0,0,0,0,0,0.00,2.56,3.37,0.50,999,56,87,-2.56,0.0%,14.3%,0.0%,14.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Matsunaga Takahiro,8,0,1,1,0,0,31,6.0,8,1,8,3,1,1,0,6,3,4.50,5.06,3.19,1.83,87,111,82,-0.56,3.2%,25.8%,9.7%,16.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Minami Masaki,9,0,0,1,0,0,31,9.0,2,0,12,2,0,0,0,0,0,0.00,1.56,1.57,0.44,999,34,41,-1.56,0.0%,38.7%,6.5%,32.2%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Mori Ryotaro,14,1,6,0,1,0,260,61.0,66,6,45,19,0,3,0,26,26,3.84,4.44,3.80,1.39,102,97,98,-0.60,2.3%,17.3%,7.3%,10.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Motomae Fumiya,11,2,0,0,0,0,160,38.2,40,3,38,9,0,0,1,12,11,2.56,3.30,2.99,1.27,153,72,77,-0.74,1.9%,23.8%,5.6%,18.2%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Nagano Shoji,14,2,0,0,0,0,38,10.2,2,0,13,5,1,0,1,0,0,0.00,2.52,2.69,0.66,999,55,70,-2.52,0.0%,34.2%,13.2%,21.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Nakamura Toshiya,1,1,0,0,0,0,19,5.0,4,0,9,1,0,0,1,0,0,0.00,0.56,0.59,1.00,999,12,15,-0.56,0.0%,47.4%,5.3%,42.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Narita Kakeru,31,1,1,0,0,0,98,21.0,17,3,21,12,0,6,1,11,10,4.29,5.98,3.88,1.38,91,131,100,-1.69,3.1%,21.4%,12.2%,9.2%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Ohmine Yuta,12,4,5,0,0,0,226,54.2,51,5,32,18,0,3,2,23,21,3.46,4.73,4.18,1.26,113,103,108,-1.27,2.2%,14.2%,8.0%,6.2%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Ohtani Tomohisa,24,1,3,1,0,0,101,22.2,26,3,15,6,0,4,1,7,6,2.38,5.28,3.91,1.41,165,116,101,-2.90,3.0%,14.9%,5.9%,9.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Ono Fumiya,1,0,0,0,0,0,5,1.0,2,0,1,0,0,0,0,0,0,0.00,1.56,2.80,2.00,999,34,72,-1.56,0.0%,20.0%,0.0%,20.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Santos Eduard,19,0,0,0,0,0,78,18.2,13,1,15,17,0,0,1,7,7,3.38,5.38,5.06,1.61,116,118,131,-2.00,1.3%,19.2%,21.8%,-2.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Sasaki Chihaya,8,0,1,0,0,0,38,8.2,9,0,8,4,0,1,1,5,4,4.15,3.44,3.75,1.50,94,75,97,0.71,0.0%,21.1%,10.5%,10.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Tanaka Yasuhiro,4,0,0,0,0,0,16,2.1,8,0,1,0,0,0,0,5,4,15.43,2.70,4.18,3.43,25,59,108,12.73,0.0%,6.2%,0.0%,6.2%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Tojo Taiki,2,1,0,0,0,0,7,2.0,1,0,2,0,0,0,0,0,0,0.00,1.56,1.94,0.50,999,34,50,-1.56,0.0%,28.6%,0.0%,28.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Uchi Tatsuya,24,4,1,1,0,0,98,22.2,24,5,18,7,0,1,1,14,14,5.56,5.89,3.68,1.37,70,129,95,-0.33,5.1%,18.4%,7.1%,11.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Watanabe Keita,27,4,2,0,0,0,111,24.2,24,4,16,14,0,1,2,13,12,4.38,6.19,4.62,1.54,89,135,119,-1.81,3.6%,14.4%,12.6%,1.8%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Yamamoto Daiki,16,1,1,1,0,0,66,16.0,10,1,12,11,1,0,1,7,7,3.94,4.93,4.65,1.31,99,108,120,-0.99,1.5%,18.2%,16.7%,1.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Yokoyama Rikuto,11,0,0,0,0,0,67,15.0,21,1,9,6,0,3,1,10,10,6.00,5.02,4.35,1.80,65,110,112,0.98,1.5%,13.4%,9.0%,4.4%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Bandoh Yugo,3,0,0,0,0,0,21,6.0,5,1,5,1,0,0,0,2,2,3.00,4.56,2.90,1.00,119,109,75,-1.56,4.8%,23.8%,4.8%,19.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Furuya Yuto,21,3,1,0,0,0,164,39.0,24,0,31,25,0,2,14,15,10,2.31,4.04,4.43,1.26,155,97,114,-1.73,0.0%,18.9%,15.2%,3.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Higashihama Nao,1,0,0,0,0,0,16,3.0,5,0,3,2,0,0,0,2,2,6.00,3.56,4.18,2.33,60,85,108,2.44,0.0%,18.8%,12.5%,6.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Iwasaki Sho,17,0,1,2,0,0,81,21.0,13,1,18,3,0,0,0,7,5,2.14,2.89,2.95,0.76,168,69,76,-0.75,1.2%,22.2%,3.7%,18.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Kaino Hiroshi,1,0,0,0,0,0,6,1.0,2,0,1,1,0,0,0,2,2,18.00,4.56,4.80,3.00,20,109,124,13.44,0.0%,16.7%,16.7%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Kajiya Ren,19,1,1,2,0,0,86,21.1,12,0,23,10,0,2,2,4,4,1.69,3.09,3.29,1.03,212,74,85,-1.40,0.0%,26.7%,11.6%,15.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Kasaya Shunsuke,2,0,1,0,0,0,36,8.0,10,0,10,2,0,0,0,4,4,4.50,1.81,2.58,1.50,80,43,67,2.69,0.0%,27.8%,5.6%,22.2%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Kawahara Hiroyuki,15,0,0,0,0,0,50,12.1,9,0,13,7,0,1,1,3,2,1.46,3.39,3.60,1.30,246,81,93,-1.93,0.0%,26.0%,14.0%,12.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Kozawa Reiji,6,2,1,0,0,0,74,16.1,18,0,10,8,0,2,3,10,10,5.51,4.17,4.53,1.59,65,100,117,1.34,0.0%,13.5%,10.8%,2.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Matsuda Ryoma,36,3,0,3,0,0,160,40.0,31,2,41,11,0,1,5,10,10,2.25,3.06,2.92,1.05,159,73,75,-0.81,1.2%,25.6%,6.9%,18.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Matsumoto Yuki,5,1,1,0,0,0,77,17.0,20,1,10,6,0,1,0,10,9,4.76,4.38,4.28,1.53,75,105,111,0.38,1.3%,13.0%,7.8%,5.2%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Moore Matt,2,0,0,0,0,0,29,7.0,5,0,9,4,0,0,1,2,2,2.57,2.70,3.08,1.29,139,65,80,-0.13,0.0%,31.0%,13.8%,17.2%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Niho Akira,6,2,1,0,2,1,109,28.0,20,0,15,5,1,1,4,6,6,1.93,3.13,3.88,0.89,186,75,100,-1.20,0.0%,13.8%,4.6%,9.2%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Nozawa Yuto,15,0,0,0,0,0,69,14.1,20,1,17,7,0,0,4,10,9,5.65,3.56,3.35,1.88,63,85,87,2.09,1.4%,24.6%,10.1%,14.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Ogata Shuto,13,0,0,1,0,0,74,16.1,16,1,16,10,0,0,2,5,5,2.76,4.23,3.99,1.59,130,101,103,-1.47,1.4%,21.6%,13.5%,8.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Ohtake Koutaro,16,6,3,0,1,0,375,92.1,76,8,73,20,0,2,2,32,26,2.53,3.81,3.39,1.04,142,91,88,-1.28,2.1%,19.5%,5.3%,14.2%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Ohzeki Tomohisa,5,0,0,0,0,0,18,5.0,3,0,4,1,0,0,1,0,0,0.00,2.56,3.13,0.80,999,61,81,-2.56,0.0%,22.2%,5.6%,16.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Okumura Masato,22,4,1,2,0,0,105,25.0,16,0,22,13,1,2,2,8,8,2.88,3.60,3.94,1.16,124,86,102,-0.72,0.0%,21.0%,12.4%,8.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Senga Koudai,2,0,1,0,0,0,38,10.0,5,0,10,2,0,1,0,3,3,2.70,2.46,2.69,0.70,133,59,70,0.24,0.0%,26.3%,5.3%,21.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Shigeta Tomoaki,1,0,1,0,0,0,20,3.0,6,0,3,2,0,2,1,6,6,18.00,5.56,4.30,2.67,20,133,111,12.44,0.0%,15.0%,10.0%,5.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Shiino Arata,23,2,0,4,0,0,116,31.1,22,1,34,4,0,1,1,6,5,1.44,2.28,2.21,0.83,249,54,57,-0.84,0.9%,29.3%,3.4%,25.9%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Stewart Jr. Carter,15,3,7,0,0,0,292,67.0,65,5,48,33,0,4,6,39,31,4.16,4.75,4.29,1.46,86,114,111,-0.59,1.7%,16.4%,11.3%,5.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Sugiyama Kazuki,14,4,4,0,0,0,251,60.0,50,4,83,25,0,2,9,19,17,2.55,3.00,2.49,1.25,141,72,64,-0.45,1.6%,33.1%,10.0%,23.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Takahashi Jumpei,19,0,0,0,0,0,77,18.0,16,0,19,8,0,1,2,10,10,5.00,2.94,3.37,1.33,72,70,87,2.06,0.0%,24.7%,10.4%,14.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Takeda Shota,8,4,1,1,0,0,152,38.2,27,2,30,12,0,0,1,12,12,2.79,3.61,3.62,1.01,128,86,94,-0.82,1.3%,19.7%,7.9%,11.8%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Tanaka Seigi,4,0,0,0,0,0,12,4.0,0,0,5,0,0,0,0,0,0,0.00,1.06,0.63,0.00,999,25,16,-1.06,0.0%,41.7%,0.0%,41.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Taura Fumimaru,1,0,0,0,0,0,3,1.0,0,0,0,0,0,0,0,0,0,0.00,3.56,4.80,0.00,999,85,124,-3.56,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Tsumori Yuki,14,2,1,2,0,0,86,20.1,18,0,26,7,0,1,1,7,6,2.66,2.18,2.59,1.23,135,52,67,0.48,0.0%,30.2%,8.1%,22.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
van den Hurk Rick,6,4,0,0,0,0,111,26.2,21,2,28,9,0,0,0,9,8,2.70,3.44,3.09,1.13,133,82,80,-0.74,1.8%,25.2%,8.1%,17.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Watanabe Yuta,12,2,0,2,0,0,48,12.2,2,0,20,5,0,2,0,0,0,0.00,2.05,1.67,0.55,999,49,43,-2.05,0.0%,41.7%,10.4%,31.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Anraku Tomohiro,8,0,0,0,0,0,33,7.1,6,0,8,6,0,0,1,2,2,2.45,3.83,4.19,1.64,151,89,108,-1.38,0.0%,24.2%,18.2%,6.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Aoyama Kouji,21,1,1,0,0,0,90,19.2,27,1,11,6,0,1,0,12,12,5.49,4.17,4.24,1.68,67,97,110,1.32,1.1%,12.2%,6.7%,5.5%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Chargois Jon Thomas,10,0,0,0,0,0,36,9.0,3,0,6,7,0,0,0,1,1,1.00,4.56,5.08,1.11,369,106,131,-3.56,0.0%,16.7%,19.4%,-2.7%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Fujihira Shoma,10,1,0,0,0,0,152,31.1,41,3,31,21,0,2,2,21,18,5.17,5.02,4.14,1.98,71,116,107,0.15,2.0%,20.4%,13.8%,6.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Fukui Yuya,7,0,2,0,0,0,113,25.2,31,1,8,10,0,0,0,21,18,6.31,4.61,4.98,1.60,59,107,129,1.70,0.9%,7.1%,8.8%,-1.7%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Fukumori Yoma,7,2,1,1,0,0,29,5.2,7,1,6,6,0,1,4,7,7,11.12,7.44,4.80,2.29,33,172,124,3.68,3.4%,20.7%,20.7%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Fukuyama Hiroyuki,12,0,0,1,0,0,42,11.1,10,0,4,2,1,1,0,1,1,0.79,3.64,4.32,1.06,468,84,112,-2.85,0.0%,9.5%,4.8%,4.7%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Hikiji Shuichiro,8,1,0,1,0,0,50,12.0,15,0,5,3,0,0,0,3,2,1.50,3.47,4.40,1.50,246,80,114,-1.97,0.0%,10.0%,6.0%,4.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Ikeda Shun,21,4,0,0,0,0,78,20.2,11,0,14,5,0,0,1,4,3,1.31,2.93,3.65,0.77,282,68,94,-1.62,0.0%,17.9%,6.4%,11.5%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Ikeda Takahide,21,1,1,0,0,0,129,32.2,22,2,26,8,0,3,1,8,6,1.65,3.77,3.40,0.92,224,87,88,-2.12,1.6%,20.2%,6.2%,14.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Ishibashi Ryota,5,1,2,0,0,0,110,30.1,21,2,25,3,0,0,0,6,6,1.78,3.06,2.80,0.79,208,71,72,-1.28,1.8%,22.7%,2.7%,20.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Kamata Yoshinao,30,0,2,12,0,0,141,33.1,25,0,40,16,0,1,1,11,7,1.89,2.68,3.10,1.23,195,62,80,-0.79,0.0%,28.4%,11.3%,17.1%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Karashima Wataru,6,3,3,0,0,0,140,34.1,29,2,26,10,0,2,2,11,9,2.36,3.85,3.66,1.14,157,89,95,-1.49,1.4%,18.6%,7.1%,11.5%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Kimura Toshiyasu,12,0,0,0,0,0,73,17.1,17,1,10,4,0,3,1,5,3,1.56,4.36,3.98,1.21,237,101,103,-2.80,1.4%,13.7%,5.5%,8.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Kishi Takayuki,5,0,0,0,0,0,85,20.0,17,2,21,9,0,0,2,8,7,3.15,4.11,3.39,1.30,117,95,88,-0.96,2.4%,24.7%,10.6%,14.1%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Kondoh Hiroki,21,3,1,0,0,0,81,19.1,16,1,14,10,1,1,2,6,6,2.79,4.49,4.31,1.34,132,104,111,-1.70,1.2%,17.3%,12.3%,5.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Kubo Yuya,16,2,1,0,0,0,77,15.1,24,3,10,8,0,0,3,14,13,7.63,6.36,4.54,2.09,48,147,117,1.27,3.9%,13.0%,10.4%,2.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Kumabara Kento,1,0,0,0,0,0,8,1.0,1,0,1,4,0,0,0,3,3,27.00,13.56,8.55,5.00,14,314,221,13.44,0.0%,12.5%,50.0%,-37.5%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Matsui Yuki,3,2,1,0,0,0,71,17.0,13,5,32,9,0,0,0,12,12,6.35,5.20,1.56,1.29,58,121,40,1.15,7.0%,45.1%,12.7%,32.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Morihara Kohei,8,0,0,0,0,0,36,7.2,12,0,7,2,0,0,0,7,7,8.22,2.51,3.41,1.83,45,58,88,5.71,0.0%,19.4%,5.6%,13.8%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
