Rank,Pitcher,Age,T,G,W,L,SV,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
,<a href=https://npb.jp/bis/eng/players/71475159.html>Toumatsu Kaisei</a>,19.0,L,7,0,3,0,0,0,65,11.2,23,2,13,6,0,0,3,20,20,15.43,5.00,3.72,2.49,20,136,94,10.43,3.1%,20.0%,9.2%,10.8%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/31535153.html>Udagawa Yuki</a>,25.0,R,18,2,2,0,0,0,73,17.1,14,0,17,10,0,1,2,7,7,3.63,3.40,3.84,1.38,85,93,97,0.23,0.0%,23.3%,13.7%,9.6%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/61465131.html>Yamada Nobuyoshi</a>,32.0,L,9,0,0,0,0,0,30,7.2,8,0,7,0,0,1,0,5,4,4.70,2.03,2.47,1.04,66,55,63,2.67,0.0%,23.3%,0.0%,23.3%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/83185134.html>Yamaoka Taisuke</a>,28.0,R,7,1,0,0,0,0,28,7.1,3,0,10,3,0,0,0,1,0,0.00,1.96,2.30,0.82,999,53,58,-1.96,0.0%,35.7%,10.7%,25.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/43345153.html>Yamashita Shunpeita</a>,21.0,R,10,3,2,0,0,0,142,37.2,20,0,43,9,0,2,1,4,4,0.96,2.05,2.41,0.77,323,56,61,-1.09,0.0%,30.3%,6.3%,24.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/33335134.html>Yamazaki Soichiro</a>,26.0,R,21,1,0,0,0,0,95,21.2,20,1,19,9,0,1,1,7,7,2.91,3.69,3.75,1.34,107,100,95,-0.78,1.1%,20.0%,9.5%,10.5%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/03505155.html>Yokoyama Kaede</a>,26.0,R,47,1,5,14,0,0,196,44.1,39,2,42,24,2,1,4,19,18,3.65,3.84,3.88,1.42,85,104,98,-0.19,1.0%,21.4%,12.2%,9.2%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/13115138.html>Yoshida Kosei</a>,23.0,R,3,0,0,0,0,0,10,3.0,1,0,3,0,0,0,0,0,0,0.00,1.46,1.80,0.33,999,40,46,-1.46,0.0%,30.0%,0.0%,30.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,<a href=https://npb.jp/bis/eng/players/71175155.html>Akiyama Seiun</a>,21.0,L,30,3,2,0,0,0,199,42.2,51,3,25,18,0,1,1,30,29,6.12,4.54,4.45,1.62,57,111,113,1.58,1.5%,12.6%,9.0%,3.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/31135138.html>Azuma Yusuke</a>,28.0,R,32,1,2,0,0,0,129,29.2,28,2,24,6,0,3,3,12,9,2.73,3.63,3.40,1.15,127,88,86,-0.90,1.6%,18.6%,4.7%,13.9%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/73775159.html>Cordero Jimmy</a>,32.0,R,16,1,1,0,0,0,78,16.1,20,2,7,7,0,0,4,17,12,6.61,5.48,4.80,1.65,52,134,122,1.13,2.6%,9.0%,9.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/31435134.html>Dohi Seiya</a>,28.0,L,12,1,3,0,0,0,73,13.2,20,2,14,10,0,0,1,12,8,5.27,5.51,4.25,2.20,66,134,108,-0.24,2.7%,19.2%,13.7%,5.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/13915159.html>Dykstra James</a>,33.0,R,5,1,2,0,0,0,72,16.0,14,1,9,11,0,0,0,7,5,2.81,5.21,5.08,1.56,123,127,129,-2.40,1.4%,12.5%,15.3%,-2.8%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/03905159.html>Fernandez Junior</a>,27.0,R,2,0,0,0,0,0,10,2.0,3,0,3,0,0,0,0,0,0,0.00,0.46,1.80,1.50,999,11,46,-0.46,0.0%,30.0%,0.0%,30.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/51655138.html>Furuya Takuro</a>,24.0,R,11,3,0,0,0,0,115,26.1,27,0,10,12,0,5,2,15,13,4.44,4.64,4.97,1.48,78,113,126,-0.20,0.0%,8.7%,10.4%,-1.7%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/21225139.html>Futaki Kota</a>,28.0,R,19,4,2,0,0,0,199,49.2,46,4,35,6,0,0,1,22,20,3.62,3.46,3.34,1.05,96,84,85,0.16,2.0%,17.6%,3.0%,14.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/91695159.html>Hayasaka Oto</a>,18.0,R,7,0,0,0,0,0,31,6.0,7,3,3,5,0,2,1,9,9,13.50,12.46,5.45,2.00,26,304,138,1.04,9.7%,9.7%,16.1%,-6.4%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/41645155.html>Hirohata Atsuya</a>,26.0,R,29,2,1,1,0,0,182,44.0,43,4,20,9,0,1,1,20,15,3.07,4.41,4.20,1.18,113,107,107,-1.34,2.2%,11.0%,4.9%,6.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/41145139.html>Ishikawa Ayumu</a>,36.0,R,10,3,0,0,0,0,134,35.2,28,1,21,3,0,1,0,7,7,1.77,2.98,3.46,0.87,196,73,88,-1.21,0.7%,15.7%,2.2%,13.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/91395130.html>Iwashita Daiki</a>,27.0,R,19,2,2,2,0,0,141,30.2,33,1,33,13,0,1,3,12,11,3.23,3.10,3.38,1.50,107,76,86,0.13,0.7%,23.4%,9.2%,14.2%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/21525116.html>Karakawa Yuki</a>,34.0,R,10,3,2,0,0,0,178,45.0,44,2,24,1,0,1,1,12,10,2.00,3.10,3.51,1.00,173,76,89,-1.10,1.1%,13.5%,0.6%,12.9%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/61765153.html>Kawamura Tokito</a>,27.0,R,20,2,2,0,0,0,202,45.2,55,9,31,12,0,0,1,24,23,4.53,5.45,3.86,1.47,76,133,98,-0.92,4.5%,15.3%,5.9%,9.4%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/91595157.html>Kikuchi Riku</a>,24.0,R,24,1,1,4,0,0,102,25.0,21,1,18,6,0,0,0,5,4,1.44,3.26,3.62,1.08,240,79,92,-1.82,1.0%,17.6%,5.9%,11.7%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/71775159.html>Kimura Yuto</a>,19.0,R,11,0,2,0,0,0,79,19.0,22,1,14,4,0,0,0,7,5,2.37,3.30,3.53,1.37,146,80,90,-0.93,1.3%,17.7%,5.1%,12.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/71675135.html>Masuda Naoya</a>,34.0,R,2,0,0,0,0,0,8,2.0,2,0,1,0,0,0,0,1,0,0.00,2.46,3.55,1.00,999,60,90,-2.46,0.0%,12.5%,0.0%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/33935134.html>Mercedes CC</a>,30.0,L,2,0,2,0,0,0,43,8.0,14,0,4,6,0,0,1,9,8,9.00,4.71,5.27,2.50,38,115,134,4.29,0.0%,9.3%,14.0%,-4.7%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/01605133.html>Mima Manabu</a>,37.0,R,13,2,6,0,0,0,271,64.0,70,6,48,12,0,0,2,30,22,3.09,3.74,3.47,1.28,112,91,88,-0.65,2.2%,17.7%,4.4%,13.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/71475155.html>Nagashimada Kirato</a>,20.0,R,21,0,2,2,0,0,92,20.0,19,2,14,10,0,4,0,15,14,6.30,5.46,4.37,1.45,55,133,111,0.84,2.2%,15.2%,10.9%,4.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/31635153.html>Nakamori Shunsuke</a>,22.0,R,14,6,4,0,0,0,260,62.2,56,4,47,20,0,2,3,28,24,3.45,3.84,3.76,1.21,100,94,95,-0.39,1.5%,18.1%,7.7%,10.4%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/01205138.html>Nakamura Toshiya</a>,27.0,L,19,1,0,0,0,0,86,20.1,15,4,28,8,0,2,0,4,4,1.77,4.74,2.47,1.13,196,115,63,-2.97,4.7%,32.6%,9.3%,23.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/61265118.html>Niho Akira</a>,34.0,R,20,3,4,0,0,0,133,29.2,35,1,11,10,0,2,1,19,18,5.46,4.37,4.72,1.52,63,106,120,1.09,0.8%,8.3%,7.5%,0.8%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/91495136.html>Nishimura Takahiro</a>,31.0,R,25,1,2,2,0,0,98,24.2,19,3,30,4,0,0,1,10,6,2.19,3.10,2.15,0.93,158,76,55,-0.91,3.1%,30.6%,4.1%,26.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/01205118.html>Nishino Yuji</a>,33.0,R,1,0,0,0,0,0,11,3.0,2,0,0,0,0,0,0,1,1,3.00,3.46,4.80,0.67,115,84,122,-0.46,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/81385159.html>Ohtani Hikaru</a>,23.0,R,19,0,2,2,0,0,140,30.1,35,3,18,10,0,1,3,22,19,5.64,4.65,4.23,1.48,61,113,107,0.99,2.1%,12.9%,7.1%,5.8%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/51555130.html>Ono Fumiya</a>,27.0,R,27,1,4,4,0,0,117,26.0,32,3,24,5,0,1,0,12,11,3.81,3.81,3.18,1.42,91,93,81,0.00,2.6%,20.5%,4.3%,16.2%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/41745138.html>Sakamoto Koshiro</a>,29.0,L,12,1,0,0,0,0,52,11.0,11,1,9,5,0,2,0,6,6,4.91,4.91,4.03,1.45,71,120,102,0.00,1.9%,17.3%,9.6%,7.7%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/01905134.html>Sawada Keisuke</a>,30.0,R,21,0,2,2,0,0,81,21.0,17,1,17,2,0,0,0,7,7,3.00,2.75,2.95,0.90,115,67,75,0.25,1.2%,21.0%,2.5%,18.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/81985133.html>Sawamura Hirokazu</a>,36.0,R,2,0,0,0,0,0,9,2.0,2,0,2,1,0,0,0,1,0,0.00,2.96,3.69,1.50,999,72,94,-2.96,0.0%,22.2%,11.1%,11.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/41945157.html>Shirahama Kaiki</a>,19.0,R,2,0,0,0,0,0,7,2.0,3,0,0,0,0,0,0,0,0,0.00,3.46,4.80,1.50,999,84,122,-3.46,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/31035157.html>Takano Shuta</a>,25.0,L,17,6,3,0,0,0,293,74.0,64,8,61,20,0,5,2,31,30,3.65,4.23,3.40,1.14,95,103,86,-0.58,2.7%,20.8%,6.8%,14.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/71275159.html>Takeuchi Ryota</a>,18.0,R,2,0,0,0,0,0,6,1.0,1,0,0,1,0,2,1,2,2,18.00,12.46,6.47,2.00,19,304,164,5.54,0.0%,0.0%,16.7%,-16.7%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/21225155.html>Tanaka Fuki</a>,20.0,R,17,0,1,0,0,0,91,19.2,21,1,13,9,0,3,1,10,10,4.58,4.63,4.36,1.53,76,113,111,-0.05,1.1%,14.3%,9.9%,4.4%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/01005157.html>Tanaka Haruya</a>,20.0,R,12,1,2,0,0,0,216,52.2,43,1,53,16,0,1,5,18,16,2.73,2.66,3.09,1.12,127,65,78,0.07,0.5%,24.5%,7.4%,17.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/71275134.html>Taneichi Atsuki</a>,25.0,R,1,0,0,0,0,0,10,2.0,4,0,3,0,0,0,0,2,2,9.00,0.46,1.80,2.00,38,11,46,8.54,0.0%,30.0%,0.0%,30.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/21225132.html>Tojo Taiki</a>,32.0,R,27,2,3,0,0,0,192,45.0,50,2,30,10,0,0,2,26,22,4.40,3.37,3.76,1.33,79,82,95,1.03,1.0%,15.6%,5.2%,10.4%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/23325155.html>Yagi Akira</a>,27.0,R,25,1,2,2,0,0,190,46.2,38,2,41,13,0,0,3,12,11,2.12,3.10,3.33,1.09,163,76,85,-0.98,1.1%,21.6%,6.8%,14.8%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/23125151.html>Yokoyama Rikuto</a>,22.0,R,8,0,0,0,0,0,33,8.0,5,0,10,5,0,0,1,1,1,1.13,2.84,3.28,1.25,306,69,83,-1.71,0.0%,30.3%,15.2%,15.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/13315132.html>Yoshida Ryo</a>,27.0,R,29,4,1,7,0,0,124,30.1,20,3,32,13,0,0,2,8,7,2.08,3.92,3.27,1.09,166,95,83,-1.84,2.4%,25.8%,10.5%,15.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/83385157.html>Yoshikawa Yuto</a>,19.0,L,16,0,1,0,0,0,133,29.1,28,0,22,20,0,1,2,13,11,3.38,4.11,4.65,1.64,102,100,118,-0.73,0.0%,16.5%,15.0%,1.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,<a href=https://npb.jp/bis/eng/players/33735155.html>Armenta Alexander</a>,20.0,L,2,2,0,0,0,0,33,8.0,7,0,9,3,0,0,0,1,1,1.13,2.34,2.98,1.25,293,60,76,-1.21,0.0%,27.3%,9.1%,18.2%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/21425138.html>Bandoh Yugo</a>,28.0,R,14,3,2,0,0,0,272,65.0,73,4,27,6,0,2,1,30,28,3.88,3.80,4.03,1.22,85,97,102,0.08,1.5%,9.9%,2.2%,7.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/03005155.html>Felix Mailon</a>,24.0,R,15,0,0,1,0,0,65,14.2,10,0,9,13,0,0,4,11,5,3.07,4.89,5.42,1.57,108,124,138,-1.82,0.0%,13.8%,20.0%,-6.2%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/51655130.html>Fujii Kouya</a>,27.0,R,3,1,0,0,0,0,12,3.0,2,0,4,1,0,0,0,0,0,0.00,1.79,2.30,1.00,999,46,58,-1.79,0.0%,33.3%,8.3%,25.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/41245139.html>Furukawa Yuri</a>,28.0,R,24,2,2,3,0,0,140,30.2,28,0,25,16,0,3,0,15,8,2.35,3.69,4.16,1.43,141,94,106,-1.34,0.0%,17.9%,11.4%,6.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/31635155.html>Hasegawa Takehiro</a>,24.0,L,4,0,0,0,0,0,13,3.2,1,0,7,1,0,0,0,0,0,0.00,0.46,0.18,0.55,999,12,5,-0.46,0.0%,53.8%,7.7%,46.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/33435157.html>Hernandez Darwinzon</a>,27.0,L,3,0,0,0,0,0,11,3.0,1,0,5,0,0,1,0,0,0,0.00,1.13,0.25,0.33,999,29,6,-1.13,0.0%,45.5%,0.0%,45.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/01005137.html>Higashihama Nao</a>,34.0,R,11,2,2,1,0,0,207,49.0,49,1,42,10,0,2,2,17,15,2.76,2.75,3.25,1.20,120,70,82,0.01,0.5%,20.3%,4.8%,15.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/21825159.html>Hoshino Kotaro</a>,22.0,R,1,0,0,0,0,0,6,1.0,3,0,2,0,0,0,1,2,2,18.00,-0.54,1.47,3.00,18,-14,37,18.54,0.0%,33.3%,0.0%,33.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/61165139.html>Ishikawa Shuta</a>,32.0,R,6,2,1,0,0,0,121,30.2,25,1,27,8,0,2,0,8,8,2.35,3.10,3.23,1.08,141,79,82,-0.75,0.8%,22.3%,6.6%,15.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/51355159.html>Iwai Shunsuke</a>,22.0,R,21,2,1,5,0,0,98,25.0,18,0,31,3,0,1,3,5,5,1.80,1.46,1.94,0.84,184,37,49,0.34,0.0%,31.6%,3.1%,28.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/01505130.html>Kasaya Shunsuke</a>,27.0,L,24,2,3,1,0,0,291,67.0,62,1,60,38,0,3,6,27,21,2.82,3.70,4.04,1.49,118,94,103,-0.88,0.3%,20.6%,13.1%,7.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/31535155.html>Kazama Kyuta</a>,20.0,R,6,0,0,0,0,0,23,5.0,4,0,4,3,0,0,0,4,3,5.40,3.66,4.37,1.40,61,93,111,1.74,0.0%,17.4%,13.0%,4.4%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/41545157.html>Kimura Hikaru</a>,23.0,R,9,3,2,0,0,0,111,25.0,28,0,18,9,2,1,3,14,12,4.32,3.22,3.99,1.48,77,82,101,1.10,0.0%,16.2%,8.1%,8.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/71775155.html>Kimura Taisei</a>,20.0,L,4,2,1,0,0,0,55,12.1,12,0,6,6,0,1,2,3,3,2.19,4.19,4.80,1.46,151,107,122,-2.00,0.0%,10.9%,10.9%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/41945151.html>Kobayashi Jui</a>,23.0,R,2,1,1,0,0,0,43,9.0,10,1,2,6,0,1,1,6,6,6.00,6.79,5.73,1.78,55,173,145,-0.79,2.3%,4.7%,14.0%,-9.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/31735136.html>Kuwahara Takuya</a>,28.0,R,35,5,2,2,0,0,191,42.1,41,2,33,18,1,3,2,15,12,2.55,4.00,4.01,1.39,130,102,102,-1.45,1.0%,17.3%,9.4%,7.9%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/71875157.html>Maeda Jun</a>,24.0,L,19,10,4,0,2,1,427,106.1,84,3,74,30,0,0,6,24,23,1.95,3.28,3.77,1.07,170,83,96,-1.33,0.7%,17.3%,7.0%,10.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/13115159.html>Maeda Yugo</a>,18.0,L,12,4,1,1,0,0,249,65.0,54,1,58,8,0,0,0,16,14,1.94,2.24,2.79,0.95,171,57,71,-0.30,0.4%,23.3%,3.2%,20.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/41845157.html>Matsumoto Haru</a>,23.0,L,5,2,0,0,0,0,88,24.2,14,0,17,3,0,2,0,3,3,1.09,2.69,3.21,0.69,304,68,81,-1.60,0.0%,19.3%,3.4%,15.9%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/23125155.html>Miura Mizuki</a>,24.0,L,15,3,3,0,0,0,379,95.2,73,2,59,24,0,5,2,18,17,1.60,3.41,3.88,1.01,207,87,98,-1.81,0.5%,15.6%,6.3%,9.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/13315159.html>Miyasato Yuwa</a>,22.0,R,17,2,1,1,0,0,76,16.2,18,2,18,9,0,2,1,14,9,4.86,4.84,3.62,1.62,68,123,92,0.02,2.6%,23.7%,11.8%,11.9%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/63965134.html>Moinelo Livan</a>,28.0,L,1,0,0,0,0,0,11,2.0,4,0,3,0,0,0,0,0,0,0.00,0.46,2.07,2.00,999,12,53,-0.46,0.0%,27.3%,0.0%,27.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/73375159.html>Murata Kenichi</a>,22.0,R,12,3,5,0,0,0,219,51.1,50,5,22,16,0,1,0,29,25,4.38,4.86,4.53,1.29,76,124,115,-0.48,2.3%,10.0%,7.3%,2.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/11615153.html>Nakamura Ryota</a>,26.0,R,32,4,1,5,0,0,205,53.1,39,2,46,9,0,2,1,14,14,2.36,2.84,3.00,0.90,140,72,76,-0.48,1.0%,22.4%,4.4%,18.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/61365136.html>Ogata Shuto</a>,25.0,R,12,0,1,0,0,0,70,15.1,17,2,19,11,0,0,2,8,8,4.70,4.83,3.66,1.83,71,123,93,-0.13,2.9%,27.1%,15.7%,11.4%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/21325157.html>Ohno Kazuo</a>,19.0,L,5,2,0,0,0,0,77,18.2,17,1,11,7,0,3,2,7,4,1.93,4.59,4.28,1.29,172,117,109,-2.66,1.3%,14.3%,9.1%,5.2%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/01505153.html>Ohshiro Shinno</a>,21.0,L,14,1,1,0,0,0,69,18.0,12,1,11,6,0,1,2,5,5,2.50,4.13,4.08,1.00,133,105,104,-1.63,1.4%,15.9%,8.7%,7.2%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/21325155.html>Ohtake Fuga</a>,24.0,R,1,1,0,0,0,0,21,6.0,6,0,5,0,0,0,1,1,1,1.50,1.79,2.42,1.00,221,46,61,-0.29,0.0%,23.8%,0.0%,23.8%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/01305157.html>Ohtsu Ryosuke</a>,25.0,R,3,0,2,0,0,0,65,16.0,18,0,12,0,0,1,0,7,7,3.94,2.15,2.95,1.12,84,55,75,1.79,0.0%,18.5%,0.0%,18.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/11515159.html>Ohyama Ryo</a>,22.0,R,10,3,2,0,0,0,210,50.0,48,3,40,16,0,4,3,24,18,3.24,3.84,3.66,1.28,102,98,93,-0.60,1.4%,19.0%,7.6%,11.4%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/41345157.html>Okaue Jumpei</a>,19.0,R,1,0,0,0,0,0,5,1.0,1,0,2,1,0,0,0,0,0,0.00,2.46,2.80,2.00,999,63,71,-2.46,0.0%,40.0%,20.0%,20.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,<a href=https://npb.jp/bis/eng/players/41745136.html>Saito Hiromasa</a>,Saito Hiromasa,L,11,1,0,0,0,0,43,9.1,10,1,7,4,0,1,0,4,4,3.86,4.96,4.10,1.50,86,126,104,-1.10,2.3%,16.3%,9.3%,7.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
