Rank,Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,TTO%,K%,BB%,BB/K,wSB,Age,Pos,B,,Team,League
,Sakamoto Takumi,11,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,,100.0%,100.0%,0.0%,0.00,0.0,20,1,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Santana Domingo,2,4,4,2,2,0,0,2,8,3,0,0,0,0,1,0,0,0,0,0.500,0.500,2.000,2.500,621,1.500,0.000,75.0%,25.0%,0.0%,0.00,0.0,32,7,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Sawai Ren,55,195,176,27,48,11,0,7,80,34,1,2,0,0,34,19,0,0,3,0.273,0.344,0.455,0.799,135,0.182,0.304,30.8%,17.4%,9.7%,0.56,-0.4,25,9,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Suzuki Kyo,57,195,184,15,36,6,0,2,48,20,1,1,1,3,44,6,0,1,8,0.196,0.222,0.261,0.483,43,0.065,0.241,26.7%,22.6%,3.1%,0.14,-0.1,19,2,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Takahashi Keiji,3,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,,100.0%,100.0%,0.0%,0.00,0.0,28,1,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Takano Souta,51,139,134,7,19,5,0,2,30,6,0,0,0,0,56,5,0,0,2,0.142,0.173,0.224,0.397,18,0.082,0.224,45.3%,40.3%,3.6%,0.09,0.0,19,5,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Takeoka Ryusei,15,62,54,8,15,4,1,0,21,7,1,1,1,0,9,7,0,0,0,0.278,0.361,0.389,0.750,122,0.111,0.333,25.8%,14.5%,11.3%,0.78,-0.1,24,4,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Uchiyama Souma,14,31,30,3,5,2,0,0,7,0,0,0,0,0,1,1,0,0,1,0.167,0.194,0.233,0.427,27,0.066,0.172,6.5%,3.2%,3.2%,1.00,0.0,23,2,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Yamada Tetsuto,7,15,14,2,7,2,0,1,12,4,0,0,0,0,0,1,0,0,0,0.500,0.533,0.857,1.390,307,0.357,0.462,13.3%,0.0%,6.7%,1.00,0.0,32,DH,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Yamasaki Kotaro,67,236,184,33,50,7,1,2,65,23,6,9,3,7,37,40,0,2,1,0.272,0.395,0.353,0.748,122,0.081,0.316,33.5%,15.7%,16.9%,1.08,-1.9,31,8,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Yamashita Hikaru,19,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,50.0%,50.0%,0.0%,0.00,0.0,25,1,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Bright Kenta,83,267,231,24,61,14,1,3,86,25,9,4,2,2,43,32,0,0,5,0.264,0.351,0.372,0.723,115,0.108,0.310,29.2%,16.1%,12.0%,0.74,0.3,26,8,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Calixte Orlando,2,5,5,1,3,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0.600,0.600,0.800,1.400,315,0.200,0.750,20.0%,20.0%,0.0%,0.00,0.0,33,5,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Dickerson Alex,31,95,84,6,17,4,0,2,27,9,0,1,0,0,17,8,0,3,1,0.202,0.295,0.321,0.616,84,0.119,0.231,28.4%,17.9%,8.4%,0.47,-0.3,35,DH,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Fukunaga Hiroki,27,114,92,19,30,4,1,3,45,17,11,2,0,1,13,20,0,1,2,0.326,0.447,0.489,0.936,179,0.163,0.351,31.6%,11.4%,17.5%,1.54,1.3,28,UTL,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Gotoh Shunta,51,183,160,18,50,4,1,2,62,18,5,0,1,2,23,20,0,0,5,0.313,0.385,0.388,0.773,131,0.075,0.350,24.6%,12.6%,10.9%,0.87,0.9,32,9,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Hama Shonosuke,99,337,288,35,72,19,3,0,97,23,14,8,4,2,54,41,0,2,6,0.250,0.345,0.337,0.682,104,0.087,0.305,28.2%,16.0%,12.2%,0.76,-0.2,25,8,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Higuchi Seishu,92,253,221,42,59,5,1,1,69,10,21,9,5,1,39,24,0,2,2,0.267,0.343,0.312,0.655,96,0.045,0.319,25.3%,15.4%,9.5%,0.62,0.7,26,4,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Hiwatari Touki,16,25,25,1,5,1,0,0,6,2,0,0,0,0,7,0,0,0,2,0.200,0.200,0.240,0.440,31,0.040,0.278,28.0%,28.0%,0.0%,0.00,0.0,20,2,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Hoshino Mao,6,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,0.000,50.0%,50.0%,0.0%,0.00,0.0,21,6,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Ishibashi Kota,62,185,147,19,40,7,0,4,59,30,1,1,6,1,35,28,0,3,4,0.272,0.397,0.401,0.798,138,0.129,0.330,36.2%,18.9%,15.1%,0.80,-0.1,24,2,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Ishigaki Masami,94,303,270,25,70,9,0,5,94,23,3,0,6,2,55,24,0,1,7,0.259,0.320,0.348,0.668,99,0.089,0.307,27.7%,18.2%,7.9%,0.44,0.6,26,3,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Ishikawa Takaya,38,160,144,24,41,7,1,7,71,26,0,0,0,2,26,12,1,2,6,0.285,0.344,0.493,0.837,148,0.208,0.301,28.1%,16.2%,7.5%,0.46,0.0,24,5,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Itayama Yutaro,31,99,81,17,20,5,0,1,28,11,1,0,0,1,15,13,0,4,3,0.247,0.374,0.346,0.720,115,0.099,0.288,29.3%,15.2%,13.1%,0.87,0.2,31,3,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Katoh Shohei,59,167,149,19,35,6,3,4,59,21,0,2,4,3,19,11,0,0,4,0.235,0.282,0.396,0.678,101,0.161,0.240,20.4%,11.4%,6.6%,0.58,-0.6,34,7,S,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Katoh Takuma,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,0.000,0.0%,0.0%,0.0%,,0.0,33,2,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Kawagoe Seiji,60,171,147,21,34,8,1,4,56,25,2,2,0,1,30,23,0,0,3,0.231,0.333,0.381,0.714,113,0.150,0.263,33.3%,17.5%,13.5%,0.77,-0.3,32,DH,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Kawakami Rii,45,70,66,9,6,1,0,0,7,1,2,0,0,0,14,4,0,0,2,0.091,0.143,0.106,0.249,-25,0.015,0.115,25.7%,20.0%,5.7%,0.29,0.3,24,UTL,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Kinoshita Takuya,7,19,16,2,6,1,0,1,10,8,0,0,1,0,2,2,0,0,0,0.375,0.444,0.625,1.069,217,0.250,0.385,26.3%,10.5%,10.5%,1.00,0.0,33,2,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Miya Taisei,52,99,88,6,17,3,0,1,23,6,0,0,4,0,16,7,0,0,3,0.193,0.253,0.261,0.514,53,0.068,0.225,24.2%,16.2%,7.1%,0.44,0.0,22,2,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Miyoshi Hironori,49,111,103,6,20,1,1,0,23,7,6,4,2,0,18,6,0,0,1,0.194,0.239,0.223,0.462,38,0.029,0.235,21.6%,16.2%,5.4%,0.33,-0.3,27,7,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Monier Carlos,50,93,75,11,15,0,0,0,15,3,1,0,0,0,33,14,0,4,0,0.200,0.355,0.200,0.555,67,0.000,0.357,50.5%,35.5%,15.1%,0.42,0.2,24,DH,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Muramatsu Kaito,4,11,10,1,3,0,0,0,3,0,1,1,0,0,1,1,0,0,1,0.300,0.364,0.300,0.664,99,0.000,0.333,18.2%,9.1%,9.1%,1.00,-0.2,24,6,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Nakajima Hiroyuki,27,50,39,1,7,2,0,0,9,3,0,0,0,1,14,9,0,1,1,0.179,0.340,0.231,0.571,71,0.052,0.269,46.0%,28.0%,18.0%,0.64,0.0,42,DH,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Nakata Sho,12,32,27,2,4,2,0,0,6,2,0,0,0,0,8,4,0,1,1,0.148,0.281,0.222,0.503,51,0.074,0.211,37.5%,25.0%,12.5%,0.50,0.0,36,3,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Oda Gouki,22,35,29,6,9,3,1,0,14,5,4,3,0,1,3,5,0,0,0,0.310,0.400,0.483,0.883,162,0.173,0.333,22.9%,8.6%,14.3%,1.67,-0.3,24,8,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Ohshima Yohei,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-100,0.000,0.000,0.0%,0.0%,0.0%,,0.0,39,,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Okabayashi Yuki,11,45,40,3,7,2,1,0,11,7,1,0,0,0,3,5,0,0,2,0.175,0.267,0.275,0.542,62,0.100,0.189,17.8%,6.7%,11.1%,1.67,0.2,23,DH,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Rodriguez Christian,65,226,196,20,53,9,0,0,62,16,3,5,4,4,41,19,0,3,6,0.270,0.338,0.316,0.654,95,0.046,0.333,26.5%,18.1%,8.4%,0.46,-1.1,23,6,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Takahashi Shuhei,21,79,72,4,19,1,1,0,22,6,0,1,0,0,11,7,0,0,3,0.264,0.329,0.306,0.635,90,0.042,0.311,22.8%,13.9%,8.9%,0.64,-0.3,31,5,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Tanaka Mikiya,4,14,13,2,4,1,0,0,5,1,0,0,1,0,0,0,0,0,1,0.308,0.308,0.385,0.693,106,0.077,0.308,0.0%,0.0%,0.0%,,0.0,24,4,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Tsuchida Ryuku,37,107,95,12,28,3,3,1,40,12,1,0,0,0,22,10,0,2,3,0.295,0.374,0.421,0.795,137,0.126,0.375,30.8%,20.6%,9.3%,0.45,0.2,22,6,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Tsuda Keishi,80,157,137,15,32,4,2,0,40,13,8,2,3,1,38,10,0,6,3,0.234,0.312,0.292,0.604,80,0.058,0.320,30.6%,24.2%,6.4%,0.26,0.7,22,5,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Tsujimoto Rintaro,90,287,247,24,56,8,0,0,64,21,4,2,11,2,59,21,0,6,4,0.227,0.301,0.259,0.560,68,0.032,0.295,27.9%,20.6%,7.3%,0.36,0.1,23,4,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Uebayashi Seiji,55,175,154,27,43,8,3,3,66,13,6,1,3,0,23,14,0,4,3,0.279,0.355,0.429,0.784,133,0.150,0.312,22.9%,13.1%,8.0%,0.61,0.7,29,8,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Ukai Kosuke,82,241,217,27,47,10,1,5,74,25,1,2,0,1,47,17,0,6,12,0.217,0.290,0.341,0.631,88,0.124,0.253,28.6%,19.5%,7.1%,0.36,-0.4,26,7,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Usami Shingo,24,67,62,4,16,2,0,0,18,10,0,0,0,0,14,5,0,0,2,0.258,0.313,0.290,0.603,80,0.032,0.333,28.4%,20.9%,7.5%,0.36,0.0,32,2,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Viciedo Dayan,72,256,223,20,67,17,0,8,108,31,0,0,0,4,30,25,1,4,8,0.300,0.375,0.484,0.859,155,0.184,0.312,24.6%,11.7%,9.8%,0.83,0.1,36,3,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Yamaasa Ryunosuke,48,80,72,7,12,1,0,0,13,4,1,1,0,0,19,8,0,0,2,0.167,0.250,0.181,0.431,29,0.014,0.226,33.8%,23.8%,10.0%,0.42,-0.1,21,2,L,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Yamamoto Yasuhiro,7,21,19,0,3,0,0,0,3,1,0,0,2,0,3,0,0,0,0,0.158,0.158,0.158,0.316,-5,0.000,0.188,14.3%,14.3%,0.0%,0.00,0.0,31,UTL,R,🐉,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
,Adachi Ryoichi,14,29,24,2,2,0,0,0,2,1,1,0,0,0,8,5,0,0,2,0.083,0.241,0.083,0.324,-2,0.000,0.125,44.8%,27.6%,17.2%,0.62,0.2,37,4,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Cedeno Leandro,7,20,18,2,8,1,0,2,15,6,0,0,0,0,3,2,0,0,0,0.444,0.500,0.833,1.333,314,0.389,0.462,35.0%,15.0%,10.0%,0.67,0.0,26,DH,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Chano Tokumasa,91,253,224,35,60,4,3,1,73,20,16,7,3,1,32,24,0,1,2,0.268,0.340,0.326,0.666,106,0.058,0.307,22.5%,12.6%,9.5%,0.75,0.5,25,9,L,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Fukuda Shuhei,40,113,89,15,22,2,0,0,24,9,1,0,0,1,12,23,0,0,0,0.247,0.398,0.270,0.668,107,0.023,0.282,31.0%,10.6%,20.4%,1.92,0.2,32,4,L,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Fukunaga Sho,60,157,128,13,24,7,0,2,37,14,0,0,12,0,18,13,0,4,4,0.188,0.283,0.289,0.572,76,0.101,0.204,21.0%,11.5%,8.3%,0.72,0.0,25,2,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Gen Kendai,79,198,176,19,44,3,1,2,55,25,4,6,4,3,22,13,0,2,2,0.250,0.304,0.313,0.617,90,0.063,0.271,18.7%,11.1%,6.6%,0.59,-1.2,23,8,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Gibo Sho,18,42,37,5,9,1,0,0,10,2,1,1,2,0,3,3,0,0,0,0.243,0.300,0.270,0.570,75,0.027,0.265,14.3%,7.1%,7.1%,1.00,-0.1,24,4,L,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Gonzalez Marwin,7,15,15,1,7,1,0,0,8,3,0,0,0,0,2,0,0,0,0,0.467,0.467,0.533,1.000,211,0.066,0.538,13.3%,13.3%,0.0%,0.00,0.0,36,4,S,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Hirano Yamato,1,3,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.500,0.667,0.500,1.167,267,0.000,0.500,33.3%,0.0%,33.3%,1.00,0.0,23,DH,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Hirooka Taishi,39,149,130,17,30,6,1,2,44,16,4,3,0,2,21,16,0,1,5,0.231,0.315,0.338,0.653,101,0.107,0.257,26.2%,14.1%,10.7%,0.76,-0.3,28,5,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Hori Shuna,72,193,177,16,45,7,1,0,54,20,0,0,8,0,23,6,0,2,11,0.254,0.286,0.305,0.591,81,0.051,0.292,15.0%,11.9%,3.1%,0.26,0.0,19,2,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Ikeda Ryoma,99,331,284,23,66,13,1,1,84,33,1,0,1,3,47,42,0,1,10,0.232,0.330,0.296,0.626,93,0.064,0.272,27.2%,14.2%,12.7%,0.89,0.3,21,7,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Ishikawa Ryo,14,31,25,1,5,2,0,0,7,1,0,0,2,1,5,3,0,0,0,0.200,0.276,0.280,0.556,70,0.080,0.238,25.8%,16.1%,9.7%,0.60,0.0,29,2,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Katsuki Kazuya,67,167,141,15,37,8,1,2,53,17,0,0,2,1,19,22,0,1,4,0.262,0.364,0.376,0.740,129,0.114,0.289,25.7%,11.4%,13.2%,1.16,0.0,29,3,L,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Kawano Sota,64,164,136,22,41,4,2,0,49,9,5,5,5,1,15,21,0,1,1,0.301,0.396,0.360,0.756,135,0.059,0.336,22.0%,9.1%,12.8%,1.40,-0.7,25,UTL,L,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Kinoshita Motohide,29,59,55,5,10,3,0,0,13,1,0,0,0,0,8,4,0,0,2,0.182,0.237,0.236,0.473,44,0.054,0.213,20.3%,13.6%,6.8%,0.50,0.0,23,3,L,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Kita Ryoto,39,128,117,16,33,2,0,2,41,9,1,3,2,1,24,8,0,0,3,0.282,0.325,0.350,0.675,108,0.068,0.337,26.6%,18.8%,6.2%,0.33,-0.8,22,9,L,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Mori Tomoya,6,13,11,0,1,0,0,0,1,3,0,0,0,1,2,1,0,0,0,0.091,0.154,0.091,0.245,-28,0.000,0.100,23.1%,15.4%,7.7%,0.50,0.0,29,DH,L,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Mune Yuma,12,38,29,4,6,1,0,0,7,2,0,1,0,0,4,9,0,0,1,0.207,0.395,0.241,0.636,98,0.034,0.240,34.2%,10.5%,23.7%,2.25,-0.3,29,5,L,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Murakami Kyoichiro,18,27,25,3,7,1,0,0,8,1,0,0,0,0,1,2,0,0,1,0.280,0.333,0.320,0.653,102,0.040,0.292,11.1%,3.7%,7.4%,2.00,0.0,24,2,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Naito Ho,49,183,165,13,29,6,0,2,41,24,0,0,0,4,39,10,0,4,9,0.176,0.235,0.248,0.483,47,0.072,0.211,27.9%,21.3%,5.5%,0.26,0.0,20,3,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Nakagawa Keita,11,31,29,3,10,2,0,0,12,0,0,1,0,0,2,2,0,0,0,0.345,0.387,0.414,0.801,148,0.069,0.370,12.9%,6.5%,6.5%,1.00,-0.3,29,DH,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Nishino Masahiro,9,22,20,0,5,0,0,0,5,3,0,0,0,1,3,1,0,0,0,0.250,0.273,0.250,0.523,60,0.000,0.278,18.2%,13.6%,4.5%,0.33,0.0,34,DH,L,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Noguchi Tomoya,85,300,247,18,55,13,3,0,74,20,1,2,6,0,65,41,1,6,6,0.223,0.347,0.300,0.647,100,0.077,0.302,35.3%,21.7%,13.7%,0.63,-0.4,25,4,L,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Oda Yuya,49,113,100,13,28,2,1,1,35,13,5,5,2,1,17,9,0,1,0,0.280,0.342,0.350,0.692,114,0.070,0.325,23.9%,15.0%,8.0%,0.53,-0.8,35,8,L,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Ohsato Kosei,64,191,159,27,41,3,0,0,44,12,7,6,1,1,20,28,0,2,1,0.258,0.374,0.277,0.651,102,0.019,0.293,25.1%,10.5%,14.7%,1.40,-0.7,25,5,L,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Ohshiro Koji,23,57,48,3,13,0,0,0,13,3,1,1,1,0,6,5,0,3,2,0.271,0.375,0.271,0.646,100,0.000,0.310,19.3%,10.5%,8.8%,0.83,-0.1,32,UTL,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Ohta Ryo,9,32,27,3,12,1,1,1,18,7,0,0,0,0,3,5,0,0,1,0.444,0.531,0.667,1.198,273,0.223,0.478,28.1%,9.4%,15.6%,1.67,0.0,24,4,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Okada Takahiro,37,94,81,4,10,0,0,1,13,2,0,0,0,0,14,11,0,1,3,0.123,0.237,0.160,0.397,21,0.037,0.136,27.7%,14.9%,11.7%,0.79,0.0,37,3,L,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Sano Kodai,20,70,63,6,13,3,1,0,18,7,3,0,1,0,11,5,0,1,1,0.206,0.275,0.286,0.561,72,0.080,0.250,22.9%,15.7%,7.1%,0.45,0.5,28,8,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Sugimoto Yutaro,13,45,39,4,11,2,1,0,15,3,0,0,0,0,9,6,0,0,1,0.282,0.378,0.385,0.763,136,0.103,0.367,33.3%,20.0%,13.3%,0.67,0.0,34,DH,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Sugisawa Ryu,51,163,149,16,43,5,3,2,60,13,1,5,2,3,23,9,0,0,4,0.289,0.323,0.403,0.726,124,0.114,0.323,20.9%,14.1%,5.5%,0.39,-1.4,25,8,L,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Thomas Cody,79,236,213,18,56,3,2,2,69,19,0,1,0,0,41,20,0,3,6,0.263,0.335,0.324,0.659,103,0.061,0.318,26.7%,17.4%,8.5%,0.49,-0.3,30,DH,L,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Tongu Yuma,22,77,72,8,19,2,0,4,33,7,0,0,0,0,14,5,0,0,0,0.264,0.312,0.458,0.770,137,0.194,0.278,29.9%,18.2%,6.5%,0.36,0.0,28,3,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Ueno Kyohei,12,32,30,1,5,0,0,0,5,0,2,1,1,0,4,1,0,0,2,0.167,0.194,0.167,0.361,9,0.000,0.192,15.6%,12.5%,3.1%,0.25,0.0,24,6,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Wakatsuki Kenya,3,10,10,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.300,0.300,0.300,0.600,85,0.000,0.300,0.0%,0.0%,0.0%,,0.0,29,2,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Watanabe Haruto,32,102,83,15,28,3,0,1,34,14,8,5,2,1,9,12,0,4,1,0.337,0.440,0.410,0.850,164,0.073,0.365,21.6%,8.8%,11.8%,1.33,-0.2,25,8,L,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Yamaashi Tatsuya,25,80,66,4,21,2,0,1,26,9,0,1,1,2,3,11,0,0,2,0.318,0.405,0.394,0.799,148,0.076,0.312,18.8%,3.8%,13.8%,3.67,-0.3,31,UTL,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Yamanaka Takayuki,39,110,100,15,26,4,0,4,42,12,1,1,0,0,25,9,0,1,4,0.260,0.327,0.420,0.747,130,0.160,0.310,34.5%,22.7%,8.2%,0.36,-0.1,26,3,R,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Yokoyama Seiya,86,330,310,24,69,8,0,1,80,22,4,2,1,1,66,16,0,2,12,0.223,0.264,0.258,0.522,60,0.035,0.279,25.2%,20.0%,4.8%,0.24,0.1,19,6,L,🦬,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
,Chatani Kenta,7,24,22,1,4,0,0,0,4,1,0,0,1,0,5,1,0,0,0,0.182,0.217,0.182,0.399,19,0.000,0.235,25.0%,20.8%,4.2%,0.20,0.0,27,6,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Fujioka Yudai,10,33,28,6,10,2,0,0,12,3,0,1,1,0,5,4,0,0,2,0.357,0.438,0.429,0.867,152,0.072,0.435,27.3%,15.2%,12.1%,0.80,-0.3,31,4,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Fujita Kazuki,39,97,86,4,18,3,1,0,23,7,0,0,1,0,24,9,0,1,2,0.209,0.292,0.267,0.559,64,0.058,0.290,34.0%,24.7%,9.3%,0.38,0.0,19,7,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Fujiwara Kyota,20,88,74,19,26,6,0,1,35,7,2,1,2,1,14,10,0,0,0,0.351,0.424,0.473,0.897,160,0.122,0.417,28.4%,15.9%,11.4%,0.71,0.0,25,8,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
