Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,K%,BB%,BB/K,wSB,AIR%,Chase%,Z-Con%,Swing%,SwStr%,TTO%,Age,Pos,B,Team,League
Ohsato Kosei,46,101,85,12,19,0,2,0,23,7,4,2,4,1,15,11,0,0,0,0.224,0.309,0.271,0.580,80,0.047,0.268,14.9%,10.9%,0.73,-0.0,42.7%,18.3%,87.0%,36.2%,5.1%,25.7%,25,6,L,ORIX Buffaloes,PL
Ohshiro Koji,66,79,68,12,17,0,0,0,17,6,2,0,4,0,20,6,0,1,0,0.250,0.320,0.250,0.570,77,0.000,0.354,25.3%,7.6%,0.30,0.3,41.2%,25.7%,83.2%,47.4%,12.4%,32.9%,32,4,R,ORIX Buffaloes,PL
Ohta Ryo,113,496,448,42,127,10,0,10,167,52,0,2,6,4,102,33,3,5,12,0.283,0.337,0.373,0.710,119,0.090,0.344,20.6%,6.7%,0.32,-0.9,47.0%,26.7%,85.2%,50.4%,11.2%,29.2%,24,4,R,ORIX Buffaloes,PL
Olivares Edward,11,35,33,1,6,1,0,0,7,0,1,0,0,0,8,2,0,0,0,0.182,0.229,0.212,0.441,36,0.030,0.240,22.9%,5.7%,0.25,0.2,52.0%,33.3%,82.2%,51.2%,16.5%,28.6%,29,7,R,ORIX Buffaloes,PL
Sotani Ryuhei,21,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,50.0%,0.0%,0.00,0.0,50.0%,66.7%,100.0%,30.0%,10.0%,50.0%,24,1,L,ORIX Buffaloes,PL
Sugimoto Yutaro,119,455,401,48,104,15,2,16,171,53,1,0,0,7,123,38,1,9,8,0.259,0.332,0.426,0.758,132,0.167,0.327,27.0%,8.4%,0.31,-0.1,61.1%,35.5%,81.1%,53.9%,18.0%,38.9%,34,9,R,ORIX Buffaloes,PL
Sugisawa Ryu,14,16,15,0,3,1,0,0,4,2,0,1,1,0,4,0,0,0,0,0.200,0.200,0.267,0.467,42,0.067,0.273,25.0%,0.0%,0.00,-0.3,66.7%,51.7%,89.5%,60.7%,19.6%,25.0%,25,8,L,ORIX Buffaloes,PL
Tajima Daiki,18,3,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,66.7%,0.0%,0.00,0.0,0.0%,25.0%,100.0%,33.3%,11.1%,66.7%,28,1,L,ORIX Buffaloes,PL
Tongu Yuma,129,525,473,41,118,20,0,13,177,54,1,0,0,4,81,43,2,5,10,0.249,0.316,0.374,0.690,112,0.125,0.274,15.4%,8.2%,0.53,-0.1,62.1%,27.9%,87.8%,47.7%,9.4%,26.1%,28,3,R,ORIX Buffaloes,PL
Wakatsuki Kenya,121,400,368,30,100,16,2,6,138,31,2,0,8,1,61,16,0,7,7,0.272,0.314,0.375,0.689,112,0.103,0.311,15.2%,4.0%,0.26,0.1,49.5%,27.8%,88.2%,49.9%,10.9%,20.8%,29,2,R,ORIX Buffaloes,PL
Watanabe Haruto,51,14,10,9,2,0,0,0,2,0,2,0,1,0,4,2,0,1,0,0.200,0.385,0.200,0.585,85,0.000,0.333,28.6%,14.3%,0.50,0.3,71.4%,19.4%,78.6%,31.2%,7.8%,42.9%,25,9,L,ORIX Buffaloes,PL
Yamanaka Ryoma,19,52,49,2,6,1,1,1,12,3,0,0,0,0,9,3,0,0,2,0.122,0.173,0.245,0.418,27,0.123,0.128,17.3%,5.8%,0.33,-0.0,50.0%,21.2%,92.1%,47.1%,5.8%,25.0%,24,UTL,L,ORIX Buffaloes,PL
Yokoyama Seiya,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,50.0%,0.0%,0.00,0.0,100.0%,33.3%,66.7%,57.1%,28.6%,50.0%,19,,L,ORIX Buffaloes,PL
Acevedo Stiven,5,12,11,1,2,0,0,1,5,2,0,0,0,0,3,1,0,0,0,0.182,0.250,0.455,0.705,110,0.273,0.143,25.0%,8.3%,0.33,-0.0,87.5%,52.2%,76.9%,67.6%,32.4%,41.7%,22,DH,R,Lotte Marines,PL
Chatani Kenta,43,41,36,3,8,2,0,0,10,2,0,0,2,0,9,3,0,0,0,0.222,0.282,0.278,0.560,70,0.056,0.296,22.0%,7.3%,0.33,-0.0,44.8%,23.9%,93.0%,45.3%,6.8%,29.3%,27,6,R,Lotte Marines,PL
Fujioka Yudai,102,373,320,25,82,17,1,4,113,25,1,0,6,4,67,42,1,1,11,0.256,0.341,0.353,0.694,110,0.097,0.308,18.0%,11.3%,0.63,-0.0,59.2%,16.3%,87.9%,41.2%,8.4%,30.3%,31,4,L,Lotte Marines,PL
Fujiwara Kyota,107,452,409,38,111,12,6,4,147,24,15,6,4,0,80,33,2,6,3,0.271,0.335,0.359,0.694,110,0.088,0.329,17.7%,7.3%,0.41,0.3,49.8%,28.2%,90.1%,46.3%,7.6%,25.9%,25,9,L,Lotte Marines,PL
Ikeda Raito,83,249,227,22,54,11,0,5,80,20,2,1,4,3,45,11,0,4,8,0.238,0.282,0.352,0.634,91,0.114,0.272,18.1%,4.4%,0.24,-0.1,55.3%,31.1%,88.4%,53.9%,10.2%,24.5%,25,3,R,Lotte Marines,PL
Ishigaki Masami,20,20,14,0,2,1,0,0,3,0,1,0,2,0,5,4,1,0,0,0.143,0.333,0.214,0.547,69,0.071,0.222,25.0%,20.0%,0.80,0.2,36.4%,27.5%,81.8%,42.9%,14.3%,45.0%,26,UTL,R,Lotte Marines,PL
Ishikawa Shingo,14,36,35,2,3,1,0,0,4,3,0,0,0,0,11,1,0,0,0,0.086,0.111,0.114,0.225,-30,0.028,0.125,30.6%,2.8%,0.09,-0.0,50.0%,31.7%,79.3%,60.7%,14.5%,33.3%,32,DH,R,Lotte Marines,PL
Ishikawa Shuta,19,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,50.0%,0.0%,0.00,0.0,0.0%,66.7%,75.0%,75.0%,37.5%,50.0%,33,1,R,Lotte Marines,PL
Kakunaka Katsuya,27,53,42,3,7,0,0,1,10,5,1,0,2,1,9,8,0,0,0,0.167,0.294,0.238,0.532,63,0.071,0.182,17.0%,15.1%,0.89,0.1,39.4%,15.6%,85.4%,39.9%,7.8%,34.0%,38,7,L,Lotte Marines,PL
Kimura Yuto,22,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,,100.0%,0.0%,0.00,0.0,0.0%,,50.0%,66.7%,33.3%,100.0%,20,1,L,Lotte Marines,PL
Matsukawa Kou,6,9,8,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0.000,0.111,0.000,0.111,-62,0.000,0.000,33.3%,11.1%,0.33,-0.0,60.0%,23.5%,85.7%,51.4%,11.4%,44.4%,21,2,R,Lotte Marines,PL
Miyazaki Ryusei,39,110,98,7,19,3,0,0,22,3,1,0,5,0,31,3,0,4,1,0.194,0.248,0.224,0.472,44,0.030,0.284,28.2%,2.7%,0.10,0.1,47.2%,34.5%,76.0%,59.3%,17.3%,30.9%,24,4,L,Lotte Marines,PL
Nakamura Shogo,20,64,59,2,11,2,0,1,16,3,0,0,0,0,9,4,0,1,0,0.186,0.250,0.271,0.521,58,0.085,0.204,14.1%,6.2%,0.44,-0.0,59.2%,26.9%,91.0%,45.5%,7.9%,21.9%,33,5,R,Lotte Marines,PL
Nishikawa Misho,108,444,417,42,117,27,3,3,159,37,1,0,0,3,85,16,0,8,6,0.281,0.318,0.381,0.699,111,0.100,0.343,19.1%,3.6%,0.19,-0.0,50.8%,34.1%,89.9%,53.5%,11.1%,23.4%,22,7,R,Lotte Marines,PL
Ogawa Ryusei,87,202,178,14,47,2,0,0,49,13,9,3,8,1,33,12,0,3,4,0.264,0.320,0.275,0.595,82,0.011,0.322,16.3%,5.9%,0.36,0.4,48.4%,27.9%,92.7%,45.8%,7.3%,22.3%,27,6,L,Lotte Marines,PL
Ojima Kazuya,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,0.0%,0.0%,,0.0,50.0%,0.0%,100.0%,40.0%,0.0%,0.0%,28,1,L,Lotte Marines,PL
Oka Hiromi,65,181,157,17,43,6,1,2,57,18,3,1,2,0,36,16,1,6,1,0.274,0.363,0.363,0.726,120,0.089,0.345,19.9%,8.8%,0.44,0.1,54.1%,22.7%,85.0%,45.3%,12.4%,29.8%,33,7,R,Lotte Marines,PL
Polanco Gregory,39,154,139,13,28,3,0,5,46,13,0,0,0,1,35,14,1,0,1,0.201,0.273,0.331,0.604,82,0.130,0.230,22.7%,9.1%,0.40,-0.1,74.8%,28.9%,86.2%,50.4%,14.3%,35.1%,33,DH,L,Lotte Marines,PL
Satoh Toshiya,68,224,198,13,41,8,0,4,61,18,3,0,3,1,42,18,1,4,1,0.207,0.285,0.308,0.593,80,0.101,0.242,18.8%,8.0%,0.43,0.4,50.9%,27.7%,87.5%,45.9%,10.8%,28.6%,27,2,L,Lotte Marines,PL
Soto Neftali,102,367,330,31,76,14,0,13,129,44,0,0,0,2,98,32,0,3,6,0.230,0.302,0.391,0.693,108,0.161,0.285,26.7%,8.7%,0.33,-0.2,62.1%,30.0%,80.4%,48.0%,15.7%,39.0%,36,3,R,Lotte Marines,PL
Takabe Akito,111,384,357,49,102,15,7,2,137,34,20,4,5,5,49,14,0,3,3,0.286,0.314,0.384,0.698,110,0.098,0.322,12.8%,3.6%,0.29,1.9,42.9%,37.8%,93.6%,60.1%,8.8%,16.9%,27,8,L,Lotte Marines,PL
Takano Shuta,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,0.0%,0.0%,,0.0,0.0%,,100.0%,100.0%,0.0%,0.0%,26,1,L,Lotte Marines,PL
Takeda Aito,17,20,15,2,2,1,0,0,3,1,0,0,4,0,5,0,0,1,0,0.133,0.188,0.200,0.388,18,0.067,0.200,25.0%,0.0%,0.00,-0.0,33.3%,63.0%,77.3%,69.6%,23.2%,25.0%,28,9,R,Lotte Marines,PL
Tamura Tatsuhiro,18,43,38,1,6,0,0,1,9,3,0,0,5,0,10,0,0,0,3,0.158,0.158,0.237,0.395,19,0.079,0.185,23.3%,0.0%,0.00,-0.0,53.1%,30.2%,90.9%,48.1%,7.8%,25.6%,31,2,R,Lotte Marines,PL
Tanaka Haruya,13,5,5,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0.200,0.200,0.200,0.400,22,0.000,0.250,20.0%,0.0%,0.00,-0.0,33.3%,25.0%,80.0%,46.2%,15.4%,20.0%,21,1,L,Lotte Marines,PL
Taneichi Atsuki,24,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,,50.0%,0.0%,0.00,0.0,0.0%,0.0%,100.0%,14.3%,0.0%,50.0%,26,1,R,Lotte Marines,PL
Tatematsu Yu,4,6,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,50.0%,0.0%,0.00,0.0,100.0%,60.0%,75.0%,52.6%,21.1%,50.0%,26,3,L,Lotte Marines,PL
Terachi Ryusei,116,445,414,33,106,16,0,5,137,33,0,0,3,2,67,19,2,7,8,0.256,0.299,0.331,0.630,91,0.075,0.294,15.1%,4.3%,0.28,-0.2,44.7%,29.5%,91.0%,50.2%,8.7%,20.4%,19,2,L,Lotte Marines,PL
Tomosugi Atsuki,116,319,278,28,64,11,2,1,82,15,7,7,21,2,45,15,1,3,3,0.230,0.275,0.295,0.570,73,0.065,0.269,14.1%,4.7%,0.33,-1.3,54.6%,24.1%,91.4%,42.5%,6.4%,19.1%,24,6,R,Lotte Marines,PL
Ueda Kyuto,66,184,166,18,35,11,0,3,55,20,0,0,1,1,36,15,0,1,3,0.211,0.279,0.331,0.610,84,0.120,0.250,19.6%,8.2%,0.42,-0.1,56.8%,28.7%,92.3%,49.7%,9.9%,29.3%,23,3,L,Lotte Marines,PL
Ueda Shota,5,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.200,0.200,0.200,0.400,22,0.000,0.200,0.0%,0.0%,,-0.0,20.0%,33.3%,81.8%,55.2%,13.8%,0.0%,27,2,R,Lotte Marines,PL
Voth Austin,22,5,5,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0.200,0.200,0.200,0.400,22,0.000,0.333,40.0%,0.0%,0.00,-0.3,33.3%,0.0%,83.3%,35.3%,5.9%,40.0%,33,1,R,Lotte Marines,PL
Wada Koshiro,17,10,8,4,1,1,0,0,2,1,0,1,0,1,2,1,0,0,0,0.125,0.200,0.250,0.450,36,0.125,0.143,20.0%,10.0%,0.50,-0.3,60.0%,28.6%,92.3%,48.6%,8.6%,30.0%,26,9,L,Lotte Marines,PL
Yamaguchi Koki,35,112,106,11,27,2,0,7,50,24,1,1,0,1,37,5,0,0,3,0.255,0.286,0.472,0.758,126,0.217,0.317,33.0%,4.5%,0.14,-0.2,64.3%,35.6%,75.7%,51.1%,19.7%,43.8%,24,DH,R,Lotte Marines,PL
Yamamoto Daito,107,417,385,40,79,18,0,11,130,33,2,0,1,1,112,24,0,6,13,0.205,0.262,0.338,0.600,81,0.133,0.259,26.9%,5.8%,0.21,0.2,59.7%,35.1%,81.8%,55.3%,17.3%,35.3%,22,9,R,Lotte Marines,PL
Yasuda Hisanori,93,350,317,22,77,15,0,0,92,25,1,1,0,4,65,25,2,4,6,0.243,0.303,0.290,0.593,81,0.047,0.301,18.6%,7.1%,0.38,-0.3,59.4%,25.6%,90.9%,40.6%,8.4%,25.7%,26,5,L,Lotte Marines,PL
Akihiro Yuto,22,59,53,4,11,2,0,1,16,4,0,0,0,0,16,5,0,1,1,0.208,0.288,0.302,0.590,79,0.094,0.278,27.1%,8.5%,0.31,-0.0,36.1%,30.5%,80.6%,43.6%,14.4%,37.3%,22,7,L,SoftBank Hawks,PL
Arihara Kohei,26,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,,50.0%,0.0%,0.00,0.0,0.0%,0.0%,33.3%,60.0%,40.0%,50.0%,32,1,R,SoftBank Hawks,PL
Downs Jeter,50,168,146,21,33,10,3,4,61,18,4,1,0,2,36,19,0,1,0,0.226,0.315,0.418,0.733,120,0.192,0.269,21.4%,11.3%,0.53,0.3,77.8%,21.0%,87.9%,43.5%,8.8%,35.1%,26,5,R,SoftBank Hawks,PL
Hirose Ryuta,30,94,85,6,19,2,0,1,24,7,1,0,1,1,28,7,0,0,2,0.224,0.280,0.282,0.562,71,0.058,0.316,29.8%,7.4%,0.25,0.1,59.3%,23.7%,82.3%,42.8%,10.6%,38.3%,24,4,R,SoftBank Hawks,PL
Imamiya Kenta,46,182,161,14,41,8,1,2,57,12,0,0,6,1,23,12,0,2,7,0.255,0.313,0.354,0.667,102,0.099,0.285,12.6%,6.6%,0.52,-0.1,47.9%,17.1%,90.2%,41.1%,5.4%,20.3%,33,6,R,SoftBank Hawks,PL
Inoue Tomoya,8,24,24,0,3,0,0,0,3,1,0,0,0,0,5,0,0,0,0,0.125,0.125,0.125,0.250,-23,0.000,0.158,20.8%,0.0%,0.00,-0.0,50.0%,46.9%,82.8%,59.5%,21.6%,20.8%,22,UTL,R,SoftBank Hawks,PL
Ishizuka Soichiro,24,60,55,4,13,4,0,0,17,6,0,0,0,0,17,1,0,4,2,0.236,0.300,0.309,0.609,85,0.073,0.342,28.3%,1.7%,0.06,-0.0,48.6%,31.5%,84.3%,47.8%,15.4%,30.0%,24,7,R,SoftBank Hawks,PL
Kawamura Yuto,15,9,9,2,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0.111,0.111,0.111,0.222,-31,0.000,0.167,33.3%,0.0%,0.00,-0.0,50.0%,20.0%,83.3%,46.9%,12.5%,33.3%,25,9,L,SoftBank Hawks,PL
Kawase Hikaru,102,224,190,21,50,8,1,2,66,23,1,1,13,0,37,20,0,1,5,0.263,0.336,0.347,0.683,107,0.084,0.318,16.5%,8.9%,0.54,-0.3,42.1%,24.5%,93.7%,38.1%,5.4%,26.3%,27,6,L,SoftBank Hawks,PL
Kondoh Kensuke,75,307,256,28,77,17,1,10,126,41,0,0,0,2,43,47,5,2,6,0.301,0.410,0.492,0.902,171,0.191,0.327,14.0%,15.3%,1.09,-0.2,53.3%,15.0%,87.1%,39.1%,6.8%,32.6%,31,DH,L,SoftBank Hawks,PL
Kurihara Ryoya,80,332,285,33,76,12,2,8,116,40,1,1,1,4,67,40,1,2,6,0.267,0.356,0.407,0.763,130,0.140,0.318,20.2%,12.0%,0.60,-0.4,62.7%,23.7%,84.9%,47.1%,11.5%,34.6%,28,5,L,SoftBank Hawks,PL
Maeda Jun,10,2,2,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0.500,0.500,0.500,1.000,203,0.000,1.000,50.0%,0.0%,0.00,-0.0,0.0%,66.7%,0.0%,57.1%,28.6%,50.0%,25,1,L,SoftBank Hawks,PL
Makihara Taisei,125,443,418,44,127,17,6,5,171,49,12,4,11,4,63,7,0,3,4,0.304,0.317,0.409,0.726,118,0.105,0.345,14.2%,1.6%,0.11,0.5,43.3%,43.7%,93.7%,61.1%,13.6%,16.9%,32,4,L,SoftBank Hawks,PL
Masaki Tomoya,17,65,58,4,15,0,0,2,21,8,1,0,0,2,12,5,0,0,2,0.259,0.308,0.362,0.670,102,0.103,0.283,18.5%,7.7%,0.42,0.1,51.1%,23.8%,91.0%,46.3%,12.5%,29.2%,25,7,R,SoftBank Hawks,PL
Matsumoto Haru,29,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,75.0%,0.0%,0.00,0.0,0.0%,0.0%,60.0%,35.7%,14.3%,75.0%,24,1,L,SoftBank Hawks,PL
Minei Hiroki,63,161,143,16,32,3,0,4,47,19,0,0,8,2,31,4,0,4,3,0.224,0.261,0.329,0.590,78,0.105,0.255,19.3%,2.5%,0.13,-0.1,54.9%,39.8%,83.1%,56.1%,16.4%,24.2%,34,2,R,SoftBank Hawks,PL
Moinelo Livan,24,5,5,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0.200,0.200,0.200,0.400,22,0.000,0.500,60.0%,0.0%,0.00,-0.0,50.0%,25.0%,100.0%,43.8%,6.2%,60.0%,29,1,L,SoftBank Hawks,PL
Nakamura Akira,116,431,371,34,89,10,4,3,116,34,1,2,4,4,48,50,1,2,6,0.240,0.330,0.313,0.643,96,0.073,0.265,11.1%,11.6%,1.04,-0.7,54.2%,19.6%,93.2%,36.7%,4.9%,23.4%,35,3,L,SoftBank Hawks,PL
Nomura Isami,126,413,376,50,102,16,0,12,154,40,18,4,5,2,122,25,2,5,8,0.271,0.324,0.410,0.734,121,0.139,0.369,29.5%,6.1%,0.20,1.5,53.5%,31.5%,71.1%,52.6%,20.6%,38.5%,28,6,R,SoftBank Hawks,PL
Ogata Riku,101,79,74,25,16,2,1,0,20,6,8,3,2,0,12,3,0,0,3,0.216,0.247,0.270,0.517,57,0.054,0.258,15.2%,3.8%,0.25,0.3,30.6%,20.7%,88.4%,42.1%,6.2%,19.0%,26,7,L,SoftBank Hawks,PL
Ohzeki Tomohisa,24,3,2,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,,66.7%,0.0%,0.00,0.0,0.0%,0.0%,,0.0%,0.0%,66.7%,27,1,L,SoftBank Hawks,PL
Sasagawa Yoshiyasu,26,63,61,8,13,0,0,1,16,8,2,0,0,1,16,0,0,1,1,0.213,0.222,0.262,0.484,47,0.049,0.267,25.4%,0.0%,0.00,0.3,50.0%,37.8%,75.8%,61.3%,23.0%,27.0%,23,8,L,SoftBank Hawks,PL
Satoh Naoki,104,212,188,30,45,7,5,5,77,18,10,2,9,1,72,13,0,1,2,0.239,0.291,0.410,0.701,110,0.171,0.357,34.0%,6.1%,0.18,1.0,54.0%,26.0%,75.9%,48.3%,16.7%,42.5%,26,9,R,SoftBank Hawks,PL
Shoji Yudai,26,18,17,2,4,3,0,0,7,2,1,0,0,0,5,1,0,0,0,0.235,0.278,0.412,0.690,107,0.177,0.333,27.8%,5.6%,0.20,0.2,83.3%,17.1%,88.5%,43.2%,12.2%,33.3%,22,6,L,SoftBank Hawks,PL
Shuto Ukyo,96,430,384,45,110,13,2,3,136,36,35,4,4,0,73,37,2,5,5,0.286,0.357,0.354,0.711,116,0.068,0.347,17.0%,8.6%,0.51,4.4,38.6%,25.6%,92.1%,44.0%,6.6%,26.3%,29,8,L,SoftBank Hawks,PL
Sunagawa Richard,6,22,22,1,2,2,0,0,4,0,0,0,0,0,12,0,0,0,1,0.091,0.091,0.182,0.273,-18,0.091,0.200,54.5%,0.0%,0.00,0.0,50.0%,36.8%,68.8%,52.5%,26.7%,54.5%,26,3,R,SoftBank Hawks,PL
Tanigawara Kenta,48,79,72,12,19,7,0,3,35,4,0,0,0,0,20,6,0,1,0,0.264,0.329,0.486,0.815,144,0.222,0.327,25.3%,7.6%,0.30,-0.0,61.5%,29.2%,78.4%,51.9%,14.4%,36.7%,28,2,L,SoftBank Hawks,PL
Umino Takashi,105,281,246,24,54,11,2,0,69,21,0,0,24,0,76,10,1,1,4,0.220,0.253,0.280,0.533,62,0.060,0.318,27.0%,3.6%,0.13,-0.1,49.5%,29.6%,83.6%,47.2%,11.9%,30.6%,27,2,R,SoftBank Hawks,PL
Uwasawa Naoyuki,23,5,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,20.0%,0.0%,0.00,0.0,50.0%,0.0%,66.7%,42.9%,14.3%,20.0%,31,1,R,SoftBank Hawks,PL
Watanabe Riku,24,51,45,4,10,2,0,0,12,5,1,0,0,0,17,5,1,1,0,0.222,0.314,0.267,0.581,78,0.045,0.357,33.3%,9.8%,0.29,0.1,60.7%,33.0%,83.3%,46.5%,15.0%,43.1%,24,2,L,SoftBank Hawks,PL
Yamakawa Hotaka,130,496,443,45,100,9,0,23,178,62,0,0,0,4,126,45,3,4,7,0.226,0.300,0.402,0.702,111,0.176,0.258,25.4%,9.1%,0.36,-0.2,65.2%,31.1%,82.3%,50.1%,16.0%,39.1%,33,DH,R,SoftBank Hawks,PL
Yamamoto Keita,25,80,70,8,15,1,0,2,22,6,0,0,0,0,17,7,0,3,5,0.214,0.313,0.314,0.627,90,0.100,0.255,21.2%,8.8%,0.41,-0.0,47.2%,26.1%,85.7%,47.0%,13.4%,32.5%,25,9,L,SoftBank Hawks,PL
Yanagimachi Tatsuru,131,517,442,54,129,17,1,6,166,50,2,2,4,3,109,62,1,6,8,0.292,0.384,0.376,0.760,131,0.084,0.373,21.1%,12.0%,0.57,-0.7,48.5%,15.6%,85.8%,38.8%,8.0%,34.2%,28,7,L,SoftBank Hawks,PL
Yanagita Yuki,20,78,73,12,21,3,0,4,36,9,0,0,0,0,13,5,1,0,1,0.288,0.333,0.493,0.826,147,0.205,0.304,16.7%,6.4%,0.38,-0.0,43.3%,32.4%,90.7%,54.0%,11.4%,28.2%,36,DH,L,SoftBank Hawks,PL
Abe Toshiki,43,129,105,11,23,5,1,3,39,8,1,1,1,1,31,22,0,0,1,0.219,0.352,0.371,0.723,128,0.152,0.278,24.0%,17.1%,0.71,-0.2,61.8%,19.1%,71.4%,42.4%,13.0%,43.4%,35,7,R,Rakuten Eagles,PL
Asamura Hideto,96,389,331,27,79,13,1,9,121,34,1,0,0,1,81,51,4,6,11,0.239,0.350,0.366,0.716,126,0.127,0.289,20.8%,13.1%,0.63,-0.1,66.8%,21.0%,83.0%,43.2%,10.0%,36.2%,34,3,R,Rakuten Eagles,PL
Franco Maikel,101,347,317,21,75,9,0,7,105,32,0,1,0,5,65,24,1,1,6,0.237,0.288,0.331,0.619,94,0.094,0.272,18.7%,6.9%,0.37,-0.5,59.4%,33.3%,83.8%,52.4%,16.3%,27.7%,32,DH,R,Rakuten Eagles,PL
Fujii Masaru,22,4,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-106,0.000,0.000,25.0%,0.0%,0.00,0.0,0.0%,33.3%,100.0%,33.3%,0.0%,25.0%,28,1,L,Rakuten Eagles,PL
Gonzalez Oscar,53,208,201,18,46,5,1,4,65,19,0,2,0,1,37,4,1,2,10,0.229,0.250,0.323,0.573,78,0.094,0.261,17.8%,1.9%,0.11,-0.7,52.1%,40.7%,85.6%,60.7%,15.6%,21.6%,27,7,R,Rakuten Eagles,PL
Hayakawa Takahisa,12,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-106,0.000,0.000,66.7%,0.0%,0.00,0.0,100.0%,40.0%,50.0%,42.9%,14.3%,66.7%,26,1,L,Rakuten Eagles,PL
Horiuchi Kengo,76,194,168,16,43,3,1,3,57,18,1,0,8,1,39,17,1,0,3,0.256,0.323,0.339,0.662,109,0.083,0.315,20.1%,8.8%,0.44,0.1,57.2%,25.5%,88.8%,43.5%,7.8%,30.4%,28,2,L,Rakuten Eagles,PL
Howard Spencer,9,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-106,0.000,0.000,66.7%,0.0%,0.00,0.0,100.0%,50.0%,100.0%,50.0%,10.0%,66.7%,28,1,R,Rakuten Eagles,PL
Irie Daiki,4,10,10,0,1,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0.100,0.100,0.100,0.200,-41,0.000,0.143,30.0%,0.0%,0.00,-0.0,42.9%,68.8%,93.8%,71.1%,18.4%,30.0%,23,6,R,Rakuten Eagles,PL
Ishihara Tsuyoshi,31,38,32,1,3,0,0,0,3,3,0,0,3,0,12,3,0,0,0,0.094,0.171,0.094,0.265,-18,0.000,0.150,31.6%,7.9%,0.25,-0.0,52.2%,24.7%,82.2%,39.6%,13.0%,39.5%,26,2,R,Rakuten Eagles,PL
Itoh Yukiya,51,130,117,7,25,8,1,1,38,7,2,0,2,1,34,9,1,1,3,0.214,0.273,0.325,0.598,87,0.111,0.289,26.2%,6.9%,0.26,0.3,58.3%,33.9%,93.5%,50.3%,10.1%,33.8%,28,7,R,Rakuten Eagles,PL
Kishi Takayuki,19,3,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-106,0.000,,33.3%,0.0%,0.00,0.0,0.0%,0.0%,,0.0%,0.0%,33.3%,40,1,R,Rakuten Eagles,PL
Kobukata Hiroto,124,357,299,36,65,5,2,1,77,14,28,8,16,1,65,40,0,1,1,0.217,0.311,0.258,0.569,80,0.041,0.274,18.2%,11.2%,0.62,1.9,47.6%,19.1%,91.8%,39.2%,6.6%,29.7%,29,4,L,Rakuten Eagles,PL
Komori Kohtaro,33,80,76,8,15,1,0,1,19,3,5,0,0,1,21,2,0,1,1,0.197,0.225,0.250,0.475,48,0.053,0.255,26.2%,2.5%,0.10,0.8,57.1%,35.0%,84.1%,59.0%,14.6%,30.0%,22,7,R,Rakuten Eagles,PL
Kurokawa Fumiya,83,343,301,32,90,8,1,4,112,33,1,1,2,3,56,35,2,2,4,0.299,0.372,0.372,0.744,136,0.073,0.352,16.3%,10.2%,0.62,-0.4,53.4%,26.0%,88.2%,43.1%,6.4%,27.7%,24,4,L,Rakuten Eagles,PL
