Pitcher,G,W,L,SV,HLD,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
Futaki Kota,9,2,4,0,0,0,0,208,47.1,48,6,42,20,1,3,4,24,22,4.18,4.43,3.74,1.44,81,117,104,-0.25,2.9%,20.2%,9.6%,10.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Guerrero Tayron,49,3,3,3,24,0,0,194,46.0,34,2,63,20,1,5,3,19,18,3.52,2.56,2.58,1.17,97,68,72,0.96,1.0%,32.5%,10.3%,22.2%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Hirohata Atsuya,30,0,1,0,2,0,0,171,36.2,48,5,29,15,2,2,2,25,20,4.91,4.68,3.98,1.72,69,123,111,0.23,2.9%,17.0%,8.8%,8.2%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Ishikawa Ayumu,20,7,7,0,0,0,0,504,123.0,128,12,67,20,3,4,0,48,40,2.93,3.87,3.87,1.20,116,102,108,-0.94,2.4%,13.3%,4.0%,9.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Iwashita Daiki,14,1,0,0,3,0,0,61,16.1,6,1,9,8,1,0,1,1,1,0.55,4.27,4.64,0.86,618,113,129,-3.72,1.6%,14.8%,13.1%,1.7%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Karakawa Yuki,17,2,1,0,8,0,0,63,15.1,14,3,8,2,0,1,0,9,9,5.28,5.19,3.85,1.04,64,137,107,0.09,4.8%,12.7%,3.2%,9.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Kawamura Tokito,4,2,0,0,0,0,0,82,19.0,18,1,9,10,0,0,1,7,7,3.32,4.42,4.92,1.47,102,117,137,-1.10,1.2%,11.0%,12.2%,-1.2%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Kuniyoshi Yuki,6,0,0,0,0,0,0,22,5.0,5,0,4,3,0,0,1,1,1,1.80,3.30,4.35,1.60,189,87,121,-1.50,0.0%,18.2%,13.6%,4.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Masuda Naoya,52,1,2,25,8,0,0,224,52.0,46,6,47,19,3,3,8,21,19,3.29,4.06,3.55,1.25,103,107,99,-0.77,2.7%,21.0%,8.5%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Mima Manabu,20,10,6,0,0,1,1,481,117.2,107,9,86,29,2,3,6,40,38,2.91,3.45,3.61,1.16,117,91,100,-0.54,1.9%,17.9%,6.0%,11.9%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Mori Ryotaro,3,0,1,0,0,0,0,39,8.0,11,1,4,5,0,0,0,9,9,10.13,5.60,5.06,2.00,34,148,141,4.53,2.6%,10.3%,12.8%,-2.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Motomae Fumiya,12,3,2,0,0,0,0,254,56.0,61,14,40,26,1,2,2,32,29,4.66,6.42,4.25,1.55,73,169,118,-1.76,5.5%,15.7%,10.2%,5.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Nakamura Toshiya,10,0,0,0,1,0,0,64,12.1,17,0,10,9,1,1,1,11,11,8.03,3.91,4.64,2.11,42,103,129,4.12,0.0%,15.6%,14.1%,1.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Nishino Yuji,37,3,3,0,15,0,0,152,36.1,28,4,35,17,1,0,1,8,7,1.73,4.01,3.62,1.24,196,106,101,-2.28,2.6%,23.0%,11.2%,11.8%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Ojima Kazuya,24,3,11,0,0,0,0,599,143.1,140,10,89,43,1,4,1,57,50,3.14,3.75,4.03,1.28,108,99,112,-0.61,1.7%,14.9%,7.2%,7.7%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Ono Fumiya,44,0,0,0,18,0,0,176,40.2,36,2,33,16,2,1,2,11,9,1.99,3.37,3.83,1.28,171,89,106,-1.38,1.1%,18.8%,9.1%,9.7%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Onuma Kenta,21,1,1,0,1,0,0,117,25.1,30,4,15,14,0,0,1,18,17,6.04,5.63,4.71,1.74,56,149,131,0.41,3.4%,12.8%,12.0%,0.8%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Osuna Roberto,29,4,1,10,9,0,0,107,29.2,15,1,32,3,0,1,0,3,3,0.91,1.79,2.09,0.61,373,47,58,-0.88,0.9%,29.9%,2.8%,27.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Romero Enny,20,8,9,0,0,0,0,481,115.1,107,7,77,38,0,2,0,52,43,3.36,3.60,3.99,1.26,101,95,111,-0.24,1.5%,16.0%,7.9%,8.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Sakamoto Koshiro,7,0,0,0,1,0,0,34,8.2,9,3,6,1,0,0,0,4,4,4.15,6.56,3.33,1.15,82,173,92,-2.41,8.8%,17.6%,2.9%,14.7%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Sasaki Chihaya,23,2,3,0,1,0,0,120,25.1,35,2,17,11,2,0,1,18,18,6.39,4.09,4.30,1.82,53,108,119,2.30,1.7%,14.2%,9.2%,5.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Sasaki Roki,20,9,4,0,0,2,1,490,129.1,80,7,173,23,2,7,4,31,29,2.02,1.83,1.74,0.80,168,48,48,0.19,1.4%,35.3%,4.7%,30.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Sato Shoma,11,2,6,0,0,0,0,214,52.1,48,4,28,16,0,1,1,28,27,4.64,4.00,4.24,1.22,73,106,118,0.64,1.9%,13.1%,7.5%,5.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Suzuki Shota,6,1,3,0,0,0,0,65,12.1,22,1,5,9,0,0,0,10,10,7.30,5.54,5.42,2.51,47,146,151,1.76,1.5%,7.7%,13.8%,-6.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Tanaka Yasuhiro,15,0,1,0,2,0,0,75,14.0,25,2,6,10,2,0,2,17,13,8.36,6.25,5.33,2.50,41,165,148,2.11,2.7%,8.0%,13.3%,-5.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Taneichi Atsuki,1,0,0,0,0,0,0,16,3.0,5,1,2,4,0,0,1,3,3,9.00,10.10,6.05,3.00,38,266,168,-1.10,6.2%,12.5%,25.0%,-12.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Tojo Taiki,59,4,4,0,30,0,0,227,56.1,51,3,63,10,2,4,1,14,13,2.08,2.30,2.47,1.08,163,61,69,-0.22,1.3%,27.8%,4.4%,23.4%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Yagi Akira,22,0,0,0,0,0,0,96,22.1,25,3,21,8,1,0,2,9,9,3.63,4.04,3.45,1.48,94,107,96,-0.41,3.1%,21.9%,8.3%,13.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Yokoyama Rikuto,1,0,0,0,0,0,0,5,0.2,2,0,1,1,0,0,0,2,2,27.00,4.60,4.80,4.50,13,121,133,22.40,0.0%,20.0%,20.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Akiyoshi Ryo,2,0,0,0,0,0,0,10,2.0,4,1,1,0,0,0,0,3,3,13.50,8.60,3.80,2.00,24,240,106,4.90,10.0%,10.0%,0.0%,10.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Bandoh Yugo,25,3,3,0,3,2,1,255,62.1,45,8,48,24,1,2,0,22,22,3.18,4.48,3.86,1.11,101,125,107,-1.30,3.1%,18.8%,9.4%,9.4%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Fujii Kouya,55,5,1,3,22,0,0,218,56.1,18,4,81,27,3,1,1,9,7,1.12,2.64,2.32,0.80,287,74,64,-1.52,1.8%,37.2%,12.4%,24.8%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Higashihama Nao,23,10,6,0,0,1,1,542,136.0,114,14,94,37,0,1,3,47,47,3.11,3.90,3.75,1.11,103,109,104,-0.79,2.6%,17.3%,6.8%,10.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Ishikawa Shuta,23,7,10,0,0,1,1,585,136.1,122,9,106,57,1,8,0,57,51,3.37,3.84,3.96,1.31,95,107,110,-0.47,1.5%,18.1%,9.7%,8.4%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Izumi Keisuke,30,0,2,0,6,0,0,116,29.0,24,3,25,9,0,1,1,12,12,3.72,3.76,3.42,1.14,87,105,95,-0.04,2.6%,21.6%,7.8%,13.8%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Kaino Hiroshi,27,2,0,0,3,0,0,106,25.0,19,0,27,14,1,0,0,7,7,2.52,2.62,3.57,1.32,128,73,99,-0.10,0.0%,25.5%,13.2%,12.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Kasaya Shunsuke,16,0,0,0,0,0,0,82,17.0,19,4,14,9,0,5,0,12,12,6.35,6.99,4.19,1.65,51,195,116,-0.64,4.9%,17.1%,11.0%,6.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Kayama Shinya,56,0,0,0,28,0,0,109,27.1,18,1,22,11,1,1,0,3,3,0.99,3.29,3.79,1.06,325,92,105,-2.30,0.9%,20.2%,10.1%,10.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Matayoshi Katsuki,31,3,3,1,14,0,0,122,30.0,27,4,22,8,2,0,0,8,7,2.10,4.17,3.65,1.17,153,116,101,-2.07,3.3%,18.0%,6.6%,11.4%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Matsumoto Yuki,44,5,1,0,15,0,0,206,50.2,40,6,60,14,1,1,1,15,15,2.66,3.16,2.57,1.07,121,88,71,-0.50,2.9%,29.1%,6.8%,22.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Moinelo Livan,53,1,1,24,8,0,0,202,52.2,22,2,87,20,1,2,2,10,6,1.03,1.55,1.48,0.80,312,43,41,-0.52,1.0%,43.1%,9.9%,33.2%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Mori Yuito,29,2,4,6,3,0,0,141,34.1,30,4,27,12,0,1,0,13,10,2.62,4.18,3.74,1.22,123,116,104,-1.56,2.8%,19.1%,8.5%,10.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Nakamura Ryota,2,0,0,0,0,0,0,22,2.2,11,1,1,3,0,1,0,10,10,33.75,11.73,5.71,5.25,10,327,159,22.02,4.5%,4.5%,13.6%,-9.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Ogata Shuto,9,1,0,0,0,0,0,54,11.1,14,2,11,6,0,0,1,7,7,5.56,5.04,3.87,1.76,58,140,108,0.52,3.7%,20.4%,11.1%,9.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Ohtake Koutaro,2,0,2,0,0,0,0,35,7.0,10,1,5,2,0,1,2,6,5,6.43,4.82,3.94,1.71,50,134,109,1.61,2.9%,14.3%,5.7%,8.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Ohzeki Tomohisa,21,7,6,0,0,2,2,409,101.1,88,8,70,28,0,4,1,37,33,2.93,3.70,3.77,1.14,110,103,105,-0.77,2.0%,17.1%,6.8%,10.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Okumura Masato,4,0,0,0,0,0,0,34,10.0,5,1,7,1,0,0,2,1,1,0.90,3.30,3.04,0.60,358,92,84,-2.40,2.9%,20.6%,2.9%,17.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Rea Colin,23,5,6,0,1,1,1,409,100.0,82,13,80,32,2,4,2,46,44,3.96,4.27,3.63,1.14,81,119,101,-0.31,3.2%,19.6%,7.8%,11.8%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Senga Koudai,22,11,6,0,0,1,0,568,144.0,103,7,156,49,0,3,2,37,31,1.94,2.65,2.92,1.06,166,74,81,-0.71,1.2%,27.5%,8.6%,18.9%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Shiino Arata,18,0,0,0,1,0,0,109,24.2,25,2,21,14,1,1,1,11,11,4.01,4.28,4.16,1.58,80,119,116,-0.27,1.8%,19.3%,12.8%,6.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Sugiyama Kazuki,10,1,3,0,0,0,0,194,42.1,45,10,37,26,0,1,4,33,32,6.80,6.34,4.23,1.68,47,177,118,0.46,5.2%,19.1%,13.4%,5.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Takahashi Rei,4,0,0,0,0,0,0,19,3.1,5,0,2,4,0,0,0,5,5,13.50,5.50,5.85,2.70,24,153,162,8.00,0.0%,10.5%,21.1%,-10.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Takeda Shota,10,2,1,0,0,0,0,126,28.0,25,2,34,15,0,3,0,8,8,2.57,3.53,3.29,1.43,125,98,91,-0.96,1.6%,27.0%,11.9%,15.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Tanaka Seigi,5,0,0,0,1,0,0,16,5.0,2,0,6,0,0,0,0,0,0,0.00,0.70,1.05,0.40,999,19,29,-0.70,0.0%,37.5%,0.0%,37.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Tanoue Sota,2,0,0,0,0,0,0,31,7.1,4,0,2,6,0,0,0,2,2,2.45,5.01,6.09,1.36,131,140,169,-2.56,0.0%,6.5%,19.4%,-12.9%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Taura Fumimaru,4,0,0,0,1,0,0,23,4.2,7,1,4,0,0,2,0,5,5,9.64,5.46,3.06,1.50,33,152,85,4.18,4.3%,17.4%,0.0%,17.4%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Tsumori Yuki,51,4,6,1,18,0,0,193,46.1,36,4,51,24,1,2,0,17,15,2.91,3.71,3.40,1.29,111,103,94,-0.80,2.1%,26.4%,12.4%,14.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Wada Tsuyoshi,17,7,4,0,0,0,0,324,81.0,64,3,75,22,0,1,0,28,25,2.78,2.58,3.16,1.06,116,72,88,0.20,0.9%,23.1%,6.8%,16.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Anraku Tomohiro,52,6,2,1,13,0,0,209,49.1,51,2,39,12,1,2,3,25,24,4.38,2.90,3.51,1.28,75,79,97,1.48,1.0%,18.7%,5.7%,13.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Busenitz Alan,34,3,1,0,11,0,0,125,31.2,22,1,25,10,0,0,4,8,8,2.27,2.88,3.60,1.01,145,78,100,-0.61,0.8%,20.0%,8.0%,12.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Fujihira Shoma,8,1,0,0,0,0,0,94,22.2,15,0,17,12,0,0,3,11,10,3.97,3.19,4.27,1.19,83,87,119,0.78,0.0%,18.1%,12.8%,5.3%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Fujii Masaru,4,1,2,0,0,0,0,82,18.2,16,1,10,10,0,0,1,8,7,3.38,4.34,4.80,1.39,98,118,133,-0.96,1.2%,12.2%,12.2%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Fukui Yuya,11,0,0,0,1,0,0,49,11.0,14,1,7,4,1,0,1,5,5,4.09,4.10,4.19,1.64,81,111,116,-0.01,2.0%,14.3%,8.2%,6.1%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Fukuyama Hiroyuki,3,0,0,0,0,0,0,11,3.0,3,0,3,0,0,0,0,0,0,0.00,1.10,2.07,1.00,999,30,57,-1.10,0.0%,27.3%,0.0%,27.3%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Hayakawa Takahisa,19,5,9,0,0,0,0,444,107.1,105,19,86,23,0,3,0,48,46,3.86,4.53,3.38,1.19,85,123,94,-0.67,4.3%,19.4%,5.2%,14.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Ishibashi Ryota,26,2,0,0,3,0,0,146,32.1,35,3,18,12,0,4,2,22,22,6.12,4.68,4.39,1.45,54,127,122,1.44,2.1%,12.3%,8.2%,4.1%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Kamata Yoshinao,2,0,0,0,0,0,0,29,6.0,10,0,2,3,0,0,0,4,4,6.00,3.94,5.14,2.17,55,107,143,2.06,0.0%,6.9%,10.3%,-3.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Karashima Wataru,17,6,4,0,0,0,0,371,90.0,86,10,53,24,0,3,0,36,34,3.40,4.27,4.02,1.22,97,116,112,-0.87,2.7%,14.3%,6.5%,7.8%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Kishi Takayuki,22,8,10,0,0,0,0,555,141.0,116,18,118,28,0,1,2,51,50,3.19,3.71,3.18,1.02,103,101,88,-0.52,3.2%,21.3%,5.0%,16.3%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Komine Shinri,6,0,0,0,0,0,0,30,6.0,9,0,4,5,0,0,0,4,4,6.00,4.27,5.13,2.33,55,116,142,1.73,0.0%,13.3%,16.7%,-3.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Matsui Tomotaka,1,0,0,0,0,0,0,19,4.0,6,1,3,2,0,0,0,4,4,9.00,6.35,4.27,2.00,37,172,119,2.65,5.3%,15.8%,10.5%,5.3%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Matsui Yuki,53,1,3,32,7,0,0,194,51.2,21,4,83,19,1,0,1,11,11,1.92,2.00,1.50,0.77,172,54,42,-0.08,2.1%,42.8%,9.8%,33.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Miyamori Satoshi,26,1,1,1,7,0,0,92,23.1,12,0,23,12,0,2,0,4,4,1.54,2.93,3.60,1.03,214,80,100,-1.39,0.0%,25.0%,13.0%,12.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Morihara Kohei,3,0,0,0,1,0,0,11,2.1,3,0,3,1,0,0,0,0,0,0.00,1.82,2.98,1.71,999,49,83,-1.82,0.0%,27.3%,9.1%,18.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Nishigaki Masaya,24,0,0,0,0,0,0,96,23.2,20,2,15,10,0,0,2,7,7,2.66,4.20,4.28,1.27,124,114,119,-1.54,2.1%,15.6%,10.4%,5.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Nishiguchi Naoto,61,4,0,0,30,0,0,233,55.2,39,2,59,26,2,2,1,16,14,2.26,2.96,3.38,1.17,146,80,94,-0.70,0.9%,25.3%,11.2%,14.1%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Norimoto Takahiro,21,10,8,0,0,1,0,536,125.0,127,9,104,38,0,4,3,54,49,3.53,3.38,3.57,1.32,93,92,99,0.15,1.7%,19.4%,7.1%,12.3%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Sakai Tomohito,34,1,1,0,1,0,0,141,32.2,23,4,32,17,0,4,2,12,12,3.31,4.66,3.74,1.22,100,127,104,-1.35,2.8%,22.7%,12.1%,10.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Sung Chia-Hao,54,4,2,0,20,0,0,209,51.2,45,5,38,15,1,0,2,18,15,2.61,3.76,3.70,1.16,126,102,103,-1.15,2.4%,18.2%,7.2%,11.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Suzuki Sora,38,1,3,0,7,0,0,162,38.0,25,2,35,25,1,2,2,17,17,4.03,4.08,4.18,1.32,82,111,116,-0.05,1.2%,21.6%,15.4%,6.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Takada Koichi,2,0,0,0,0,0,0,30,6.1,8,2,9,4,0,0,0,5,5,7.11,6.26,3.13,1.89,46,170,87,0.85,6.7%,30.0%,13.3%,16.7%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Takata Hosei,3,0,0,0,0,0,0,24,5.0,5,1,5,5,1,0,0,5,4,7.20,6.70,4.80,2.00,46,182,133,0.50,4.2%,20.8%,20.8%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Takinaka Ryota,15,2,9,0,0,0,0,346,78.0,94,12,42,27,0,3,1,44,40,4.62,5.18,4.37,1.55,71,141,121,-0.56,3.5%,12.1%,7.8%,4.3%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Tanaka Masahiro,25,9,12,0,0,1,1,668,163.0,160,16,126,30,1,4,4,65,60,3.31,3.46,3.36,1.17,100,94,93,-0.15,2.4%,18.9%,4.5%,14.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Tsurusaki Taisei,11,0,0,0,2,0,0,56,12.0,16,0,7,6,1,0,0,6,6,4.50,3.44,4.62,1.83,73,93,128,1.06,0.0%,12.5%,10.7%,1.8%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Uchima Takuma,1,0,0,0,0,0,0,4,1.0,1,0,0,0,0,0,0,0,0,0.00,3.10,4.80,1.00,999,84,133,-3.10,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Wakui Hideaki,10,4,3,0,0,1,0,224,56.0,50,6,35,10,0,1,0,23,22,3.54,3.84,3.68,1.07,93,104,102,-0.30,2.7%,15.6%,4.5%,11.1%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Watanabe Yuki,13,0,0,0,1,0,0,52,12.2,7,0,10,4,0,5,1,3,3,2.13,3.66,3.65,0.87,155,99,101,-1.53,0.0%,19.2%,7.7%,11.5%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Yoshikawa Kazuki,4,0,0,0,0,0,0,20,5.0,3,0,2,1,0,0,0,1,1,1.80,2.90,4.30,0.80,183,79,119,-1.10,0.0%,10.0%,5.0%,5.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Yuge Hayato,13,0,1,1,0,0,0,61,13.2,14,2,5,6,0,2,0,5,5,3.29,6.03,4.96,1.46,100,164,138,-2.74,3.3%,8.2%,9.8%,-1.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Enns Dietrich,23,10,7,0,0,0,0,506,122.1,103,14,92,45,0,3,0,44,40,2.94,4.26,3.87,1.21,112,116,108,-1.32,2.8%,18.2%,8.9%,9.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Hirai Katsunori,30,6,8,0,2,0,0,349,81.0,77,7,48,27,1,6,1,34,26,2.89,4.26,4.20,1.28,114,116,117,-1.37,2.0%,13.8%,7.7%,6.1%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Honda Keisuke,45,4,2,0,20,0,0,202,50.1,37,2,33,15,1,3,3,11,11,1.97,3.38,3.91,1.03,168,92,109,-1.41,1.0%,16.3%,7.4%,8.9%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Imai Tatsuya,9,5,1,0,0,0,0,246,59.2,37,3,61,34,0,5,1,16,16,2.41,3.67,3.70,1.19,137,100,103,-1.26,1.2%,24.8%,13.8%,11.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Kumon Katsuhiko,18,0,0,0,7,0,0,36,9.0,5,0,8,5,0,1,0,0,0,0.00,3.33,3.97,1.11,999,90,110,-3.33,0.0%,22.2%,13.9%,8.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Masuda Tatsushi,52,2,5,31,5,0,0,200,51.1,37,7,34,10,3,0,0,14,14,2.45,4.14,3.60,0.92,135,112,100,-1.69,3.5%,17.0%,5.0%,12.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Matsumoto Wataru,21,7,6,0,0,1,0,536,129.2,106,8,104,44,1,3,3,49,46,3.19,3.39,3.68,1.16,103,92,102,-0.20,1.5%,19.4%,8.2%,11.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Miyagawa Tetsu,45,1,0,1,1,0,0,205,48.2,46,3,44,19,1,0,3,17,14,2.59,3.27,3.58,1.34,127,89,99,-0.68,1.5%,21.5%,9.3%,12.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Mizukami Yoshinobu,60,4,4,1,31,0,0,218,56.0,34,1,40,17,1,5,4,13,11,1.77,3.09,3.74,0.91,186,84,104,-1.32,0.5%,18.3%,7.8%,10.5%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Moriwaki Ryosuke,43,1,1,1,10,0,0,148,36.2,30,2,33,8,1,2,0,10,7,1.72,2.83,3.11,1.04,192,77,86,-1.11,1.4%,22.3%,5.4%,16.9%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Omagari Ren,6,0,0,0,0,0,0,25,5.2,5,0,0,4,0,0,0,5,4,6.35,5.22,6.40,1.59,52,142,178,1.13,0.0%,0.0%,16.0%,-16.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Sano Yasuo,2,0,0,0,0,0,0,9,2.0,0,0,0,2,0,1,0,0,0,0.00,7.60,7.02,1.00,999,206,195,-7.60,0.0%,0.0%,22.2%,-22.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Sasaki Takeru,37,3,0,0,5,0,0,135,29.2,29,0,24,18,1,4,1,11,10,3.03,3.71,4.36,1.58,109,101,121,-0.68,0.0%,17.8%,13.3%,4.5%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Sato Shunsuke,12,3,4,0,0,0,0,205,47.0,47,1,33,22,0,4,1,26,24,4.60,3.63,4.26,1.47,72,99,118,0.97,0.5%,16.1%,10.7%,5.4%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
