Pitcher,G,W,L,SV,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
Ohzeki Tomohisa,4,1,0,0,0,0,28,8.0,5,0,3,0,0,0,0,1,1,1.13,2.85,3.73,0.62,327,67,98,-1.72,0.0%,10.7%,0.0%,10.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Okamoto Naoya,21,4,0,0,0,0,141,34.2,25,0,29,14,0,0,1,8,6,1.56,3.13,3.74,1.13,237,73,98,-1.57,0.0%,20.6%,9.9%,10.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Okumura Masato,15,6,3,0,1,1,270,63.0,61,2,48,20,0,3,3,25,22,3.14,3.58,3.76,1.29,118,84,98,-0.44,0.7%,17.8%,7.4%,10.4%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Rea Colin,3,1,0,0,0,0,42,11.0,7,0,12,2,0,0,0,1,0,0.00,1.96,2.42,0.82,999,46,63,-1.96,0.0%,28.6%,4.8%,23.8%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Satoh Hiroki,2,0,1,0,0,0,25,4.0,4,1,6,7,0,2,1,8,8,18.00,10.60,5.20,2.75,21,248,136,7.40,4.0%,24.0%,28.0%,-4.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Satoh Takuma,1,1,0,0,0,0,20,5.0,3,0,4,3,0,1,2,0,0,0.00,4.40,4.30,1.20,999,103,113,-4.40,0.0%,20.0%,15.0%,5.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Senga Koudai,1,0,0,0,0,0,13,4.0,1,0,3,1,0,0,0,0,0,0.00,2.85,3.26,0.50,999,67,85,-2.85,0.0%,23.1%,7.7%,15.4%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Shigeta Tomoaki,44,7,3,4,0,0,272,61.0,52,2,69,31,1,7,5,26,21,3.10,3.63,3.40,1.36,119,85,89,-0.53,0.7%,25.4%,11.4%,14.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Shiino Arata,23,0,1,1,0,0,90,23.2,17,1,23,8,0,1,0,5,5,1.90,3.34,3.13,1.06,194,78,82,-1.44,1.1%,25.6%,8.9%,16.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Stewart Jr. Carter,14,3,5,1,0,0,236,53.2,37,4,52,42,0,2,9,21,19,3.19,5.09,4.38,1.47,116,119,115,-1.90,1.7%,22.0%,17.8%,4.2%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Sugiyama Kazuki,14,5,2,0,0,0,254,61.0,46,6,65,34,0,3,2,25,22,3.25,4.56,3.58,1.31,114,107,94,-1.31,2.4%,25.6%,13.4%,12.2%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Takahashi Jumpei,23,2,1,0,0,0,129,27.2,27,2,24,20,0,1,3,16,12,3.90,5.08,4.49,1.70,95,119,118,-1.18,1.6%,18.6%,15.5%,3.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Takahashi Rei,13,3,3,1,0,0,254,58.2,56,2,38,19,0,3,0,25,24,3.68,3.87,4.05,1.28,100,90,106,-0.19,0.8%,15.0%,7.5%,7.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Takeda Shota,5,3,1,0,0,0,92,22.0,24,1,25,6,0,0,0,13,13,5.32,2.73,2.73,1.36,69,64,71,2.59,1.1%,27.2%,6.5%,20.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Tanaka Seigi,6,0,0,1,0,0,24,6.0,5,0,5,1,0,0,1,3,2,3.00,2.43,3.13,1.00,123,57,82,0.57,0.0%,20.8%,4.2%,16.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Tanoue Sota,17,5,6,0,0,0,364,83.0,82,4,51,40,1,3,4,40,32,3.47,4.55,4.50,1.47,106,106,118,-1.08,1.1%,14.0%,11.0%,3.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Taura Fumimaru,30,1,1,1,0,0,122,27.0,33,2,22,9,1,2,2,14,14,4.67,4.15,3.73,1.56,79,97,98,0.52,1.6%,18.0%,7.4%,10.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Wada Tsuyoshi,2,0,0,0,0,0,41,10.2,10,0,7,1,0,0,0,1,1,0.84,2.56,3.34,1.03,440,60,87,-1.72,0.0%,17.1%,2.4%,14.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Anraku Tomohiro,5,0,0,0,0,0,16,5.0,3,0,4,0,0,0,1,0,0,0.00,2.00,2.30,0.60,999,48,60,-2.00,0.0%,25.0%,0.0%,25.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Busenitz Alan,2,0,0,0,0,0,8,2.0,1,0,3,0,0,0,0,0,0,0.00,0.60,1.05,0.50,999,14,27,-0.60,0.0%,37.5%,0.0%,37.5%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Fujihira Shoma,12,4,0,0,0,0,183,43.1,46,7,34,16,0,2,1,19,19,3.95,5.37,3.82,1.43,92,128,100,-1.42,3.8%,18.6%,8.7%,9.9%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Fujii Masaru,15,6,4,0,0,0,354,84.1,88,6,60,20,0,4,5,32,30,3.20,3.95,3.67,1.28,113,94,96,-0.75,1.7%,16.9%,5.6%,11.3%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Fukui Yuya,20,1,1,0,0,0,88,19.2,21,2,21,5,0,1,1,10,3,1.37,3.70,2.98,1.32,264,88,78,-2.33,2.3%,23.9%,5.7%,18.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Fukumori Yoma,9,1,0,0,0,0,39,7.2,3,0,8,14,0,0,4,5,5,5.87,6.99,6.34,2.22,62,167,166,-1.12,0.0%,20.5%,35.9%,-15.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Fukuyama Hiroyuki,27,0,3,0,0,0,118,27.2,27,3,17,4,0,2,1,13,12,3.90,4.43,3.70,1.12,93,106,97,-0.53,2.5%,14.4%,3.4%,11.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Hayakawa Takahisa,2,2,0,0,0,0,44,13.1,3,0,15,1,0,0,0,0,0,0.00,1.57,1.62,0.30,999,37,42,-1.57,0.0%,34.1%,2.3%,31.8%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Hikiji Shuichiro,8,1,3,0,0,0,100,21.0,20,1,8,18,0,2,0,16,16,6.86,6.31,5.80,1.81,53,150,152,0.55,1.0%,8.0%,18.0%,-10.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Ishibashi Ryota,14,2,0,0,0,0,70,13.1,28,2,10,3,0,1,1,17,17,11.48,4.95,3.80,2.33,32,118,99,6.53,2.9%,14.3%,4.3%,10.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Ishida Shun,10,1,0,1,0,0,45,9.0,11,2,4,7,0,0,2,8,7,7.00,7.93,5.47,2.00,52,189,143,-0.93,4.4%,8.9%,15.6%,-6.7%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Kamata Yoshinao,22,1,4,0,0,0,175,38.0,36,2,24,21,0,4,2,13,12,2.84,4.99,4.63,1.50,127,119,121,-2.15,1.1%,13.7%,12.0%,1.7%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Karashima Wataru,6,4,0,0,0,0,113,30.0,21,0,24,2,0,0,0,2,1,0.30,2.20,2.85,0.77,1207,52,75,-1.90,0.0%,21.2%,1.8%,19.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Komine Shinri,22,1,0,2,0,0,107,23.2,22,1,16,14,0,1,5,13,10,3.80,4.69,4.61,1.52,95,112,121,-0.89,0.9%,15.0%,13.1%,1.9%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Matsui Tomotaka,15,6,1,0,0,0,309,76.2,53,1,68,29,0,2,1,14,10,1.17,3.20,3.54,1.07,309,76,93,-2.03,0.3%,22.0%,9.4%,12.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Miyamori Satoshi,24,0,3,17,0,0,97,22.0,20,0,22,10,0,1,0,10,9,3.68,3.10,3.56,1.36,98,74,93,0.58,0.0%,22.7%,10.3%,12.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Mori Yudai,9,1,0,0,0,0,46,9.1,7,1,6,13,0,1,0,4,3,2.89,8.20,6.32,2.14,125,195,165,-5.31,2.2%,13.0%,28.3%,-15.3%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Morihara Kohei,14,0,1,1,0,0,57,14.0,13,0,13,2,0,0,0,4,4,2.57,2.17,2.87,1.07,141,52,75,0.40,0.0%,22.8%,3.5%,19.3%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Nishigaki Masaya,11,0,0,1,0,0,44,11.0,10,1,14,1,0,1,1,5,5,4.09,2.78,1.85,1.00,89,66,48,1.31,2.3%,31.8%,2.3%,29.5%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Nishiguchi Naoto,4,0,0,0,0,0,14,4.0,2,0,2,1,0,0,0,1,1,2.25,3.35,4.09,0.75,161,80,107,-1.10,0.0%,14.3%,7.1%,7.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Norimoto Takahiro,1,0,0,0,0,0,22,4.0,7,2,5,3,0,0,1,4,4,9.00,9.85,3.89,2.50,40,235,102,-0.85,9.1%,22.7%,13.6%,9.1%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Sakai Tomohito,5,0,0,0,0,0,17,5.0,2,1,3,0,0,0,0,2,2,3.60,5.00,3.04,0.40,101,119,80,-1.40,5.9%,17.6%,0.0%,17.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Satoh Tomoki,11,1,0,0,0,0,100,20.1,30,3,19,8,0,1,2,20,15,6.64,4.97,3.70,1.87,55,118,97,1.67,3.0%,19.0%,8.0%,11.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Seimiya Kotaro,5,0,0,0,0,0,27,4.2,7,1,3,5,0,0,0,8,6,11.57,8.31,5.54,2.57,31,198,145,3.26,3.7%,11.1%,18.5%,-7.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Sung Chia-Hao,9,2,0,0,0,0,42,9.0,11,1,6,4,0,0,0,4,3,3.00,5.04,4.32,1.67,121,120,113,-2.04,2.4%,14.3%,9.5%,4.8%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Suzuki Sora,8,3,1,0,0,0,113,29.2,19,1,42,9,0,0,0,6,6,1.82,2.11,1.88,0.94,199,50,49,-0.29,0.9%,37.2%,8.0%,29.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Tai Katsutoshi,2,0,0,0,0,0,17,3.0,2,0,4,6,0,0,0,2,2,6.00,6.93,5.98,2.67,60,165,157,-0.93,0.0%,23.5%,35.3%,-11.8%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Takada Koichi,19,11,2,1,0,0,434,108.0,86,8,72,34,0,3,0,29,27,2.25,4.25,3.92,1.11,161,101,103,-2.00,1.8%,16.6%,7.8%,8.8%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Takata Hosei,33,0,3,8,0,0,127,29.1,28,5,24,10,0,0,3,19,18,5.52,5.20,3.70,1.30,66,124,97,0.32,3.9%,18.9%,7.9%,11.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Takinaka Ryota,8,3,4,0,0,0,174,44.0,44,5,25,4,0,1,0,13,12,2.45,4.28,3.59,1.09,148,102,94,-1.83,2.9%,14.4%,2.3%,12.1%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Teraoka Kanji,27,1,1,0,0,0,109,24.2,21,3,18,13,0,3,1,10,6,2.19,5.66,4.34,1.38,165,135,114,-3.47,2.8%,16.5%,11.9%,4.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Tsurusaki Taisei,25,3,0,0,0,0,102,25.2,18,4,22,10,0,0,0,10,10,3.51,5.08,3.62,1.09,103,121,95,-1.57,3.9%,21.6%,9.8%,11.8%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Uchi Seiryu,15,0,3,2,0,0,114,23.1,30,4,17,13,0,1,2,23,22,8.49,6.17,4.45,1.84,43,147,116,2.32,3.5%,14.9%,11.4%,3.5%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Uchima Takuma,25,3,0,1,0,0,115,25.0,20,2,26,17,0,4,4,17,15,5.40,5.08,4.02,1.48,67,121,105,0.32,1.7%,22.6%,14.8%,7.8%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Wakui Hideaki,6,2,0,0,0,0,81,22.0,14,0,20,3,0,0,0,3,2,0.82,2.19,2.70,0.77,441,52,71,-1.37,0.0%,24.7%,3.7%,21.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Wang Yan-Cheng,12,2,4,0,0,0,260,60.2,63,5,45,25,0,6,2,28,28,4.15,4.72,4.03,1.45,87,113,105,-0.57,1.9%,17.3%,9.6%,7.7%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Watanabe Yuki,31,3,0,0,0,0,114,27.0,17,0,25,14,0,6,2,5,5,1.67,3.97,3.84,1.15,217,95,101,-2.30,0.0%,21.9%,12.3%,9.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Yoshikawa Kazuki,23,1,1,0,0,0,117,31.1,18,0,22,9,0,0,0,5,5,1.44,3.05,3.69,0.86,251,73,97,-1.61,0.0%,18.8%,7.7%,11.1%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Yuge Hayato,29,3,3,0,0,0,176,44.0,36,3,31,6,0,2,0,16,14,2.86,3.62,3.38,0.95,127,86,88,-0.76,1.7%,17.6%,3.4%,14.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Akagami Yuto,23,3,3,2,1,0,317,74.1,69,3,65,30,0,5,4,32,27,3.27,3.78,3.70,1.33,112,89,97,-0.51,0.9%,20.5%,9.5%,11.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Awatsu Kaito,10,0,0,0,0,0,50,10.2,9,2,12,7,0,3,1,6,4,3.38,6.60,3.80,1.50,109,155,99,-3.22,4.0%,24.0%,14.0%,10.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Enns Dietrich,2,0,0,0,0,0,33,8.0,4,0,10,5,0,1,1,0,0,0.00,3.35,3.28,1.12,999,79,86,-3.35,0.0%,30.3%,15.2%,15.1%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Hada Shinnosuke,5,0,2,0,0,0,34,7.2,9,1,6,3,0,0,1,7,6,7.04,4.90,3.92,1.57,52,115,103,2.14,2.9%,17.6%,8.8%,8.8%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Hamaya Shota,14,5,4,0,1,0,352,77.0,97,11,37,30,0,4,5,48,46,5.38,5.82,4.60,1.65,68,137,120,-0.44,3.1%,10.5%,8.5%,2.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Herrera Jasier,10,4,2,0,0,0,254,62.0,56,3,43,20,0,2,1,22,20,2.90,3.90,3.89,1.23,127,92,102,-1.00,1.2%,16.9%,7.9%,9.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Hirai Katsunori,4,0,1,0,0,0,61,15.0,14,0,13,3,0,0,0,4,3,1.80,2.46,3.16,1.13,204,58,83,-0.66,0.0%,21.3%,4.9%,16.4%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Honda Keisuke,4,2,2,0,1,0,128,32.1,23,1,17,8,0,0,0,10,7,1.95,3.69,4.10,0.96,188,87,107,-1.74,0.8%,13.3%,6.2%,7.1%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Idei Toshihiro,28,2,6,0,0,0,374,76.2,98,9,64,48,0,4,4,58,47,5.52,5.49,4.37,1.90,67,129,114,0.03,2.4%,17.1%,12.8%,4.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Imai Tatsuya,6,1,0,0,0,0,75,19.2,9,0,28,8,0,0,0,2,2,0.92,1.97,2.13,0.86,399,46,56,-1.05,0.0%,37.3%,10.7%,26.6%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Inoue Hiroki,5,2,0,0,0,0,31,9.0,3,1,9,3,0,0,1,2,2,2.00,4.04,2.86,0.67,184,95,75,-2.04,3.2%,29.0%,9.7%,19.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Kumon Katsuhiko,9,0,0,0,0,0,32,9.1,4,0,7,2,0,1,0,3,2,1.93,3.06,3.24,0.64,190,72,85,-1.13,0.0%,21.9%,6.2%,15.7%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Kuroda Masaya,10,1,3,0,0,0,184,37.1,52,3,26,27,0,1,6,34,34,8.20,5.50,4.85,2.12,45,129,127,2.70,1.6%,14.1%,14.7%,-0.6%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Mameda Taishi,18,3,6,1,0,0,365,81.1,77,4,67,40,0,2,5,46,34,3.76,4.14,4.06,1.44,98,97,106,-0.38,1.1%,18.4%,11.0%,7.4%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Masuda Tatsushi,2,0,0,0,0,0,9,2.0,3,0,2,0,0,0,0,1,1,4.50,1.60,2.58,1.50,82,38,68,2.90,0.0%,22.2%,0.0%,22.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Matsumoto Wataru,3,1,0,0,0,0,52,13.0,11,1,6,4,0,0,0,5,3,2.08,4.60,4.42,1.15,177,108,116,-2.52,1.9%,11.5%,7.7%,3.8%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Matsuoka Kouki,31,1,4,2,0,0,196,42.1,45,4,47,25,0,3,5,30,28,5.95,4.59,3.68,1.65,62,108,96,1.36,2.0%,24.0%,12.8%,11.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Miyagawa Tetsu,2,0,0,0,0,0,8,2.0,2,0,4,0,0,0,0,0,0,0.00,-0.40,-0.20,1.00,999,-9,-5,0.40,0.0%,50.0%,0.0%,50.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Moriwaki Ryosuke,7,0,0,1,0,0,24,7.0,3,0,3,2,0,0,0,0,0,0.00,3.60,4.38,0.71,999,85,115,-3.60,0.0%,12.5%,8.3%,4.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Omagari Ren,20,0,1,2,0,0,100,19.2,27,1,18,16,0,3,3,14,14,6.41,5.32,4.60,2.19,57,125,120,1.09,1.0%,18.0%,16.0%,2.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Saito Hiromasa,15,1,4,2,0,0,88,16.0,24,2,8,15,0,1,3,23,17,9.56,7.22,5.60,2.44,38,170,147,2.34,2.3%,9.1%,17.0%,-7.9%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Sano Yasuo,28,2,2,0,0,0,219,46.2,59,4,32,22,0,2,2,31,25,4.82,4.88,4.34,1.74,76,115,114,-0.06,1.8%,14.6%,10.0%,4.6%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Sasaki Takeru,12,0,0,0,0,0,69,15.2,15,0,16,6,0,0,1,7,4,2.30,2.70,3.35,1.34,160,63,88,-0.40,0.0%,23.2%,8.7%,14.5%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Sato Shunsuke,5,1,1,0,0,0,82,18.0,23,4,12,8,0,0,0,15,15,7.50,6.48,4.31,1.72,49,152,113,1.02,4.9%,14.6%,9.8%,4.8%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Smith Burch,6,1,3,0,0,0,106,26.1,21,3,25,8,0,2,0,14,13,4.44,4.32,3.20,1.10,83,101,84,0.12,2.8%,23.6%,7.5%,16.1%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Sugai Shinya,3,0,0,0,0,0,12,3.0,3,0,1,0,0,0,0,1,1,3.00,2.93,3.97,1.00,122,69,104,0.07,0.0%,8.3%,0.0%,8.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Sumida Chihiro,5,0,0,0,0,0,83,21.0,15,0,32,7,0,0,0,4,4,1.71,1.55,1.79,1.05,215,36,47,0.16,0.0%,38.6%,8.4%,30.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Taira Kaima,5,0,0,0,0,0,16,5.0,1,0,10,1,0,0,0,0,0,0.00,0.20,-0.83,0.40,999,5,-22,-0.20,0.0%,62.5%,6.2%,56.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Takahashi Bo,9,2,0,1,0,0,52,10.2,13,0,11,6,0,1,0,9,9,7.59,3.50,3.84,1.78,48,82,101,4.09,0.0%,21.2%,11.5%,9.7%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Takekuma Shota,4,0,0,0,0,0,28,5.1,9,1,8,1,0,1,0,6,6,10.13,4.16,2.30,1.88,36,98,60,5.97,3.6%,28.6%,3.6%,25.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Tamura Ichiro,29,4,2,5,0,0,177,42.0,44,3,39,8,0,0,1,20,19,4.07,3.24,3.05,1.24,90,76,80,0.83,1.7%,22.0%,4.5%,17.5%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Togame Ken,18,2,4,1,0,0,160,34.0,46,6,29,13,0,1,1,34,27,7.15,5.42,3.80,1.74,51,127,99,1.73,3.8%,18.1%,8.1%,10.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Utsumi Tetsuya,9,2,2,0,0,0,138,34.1,34,2,16,10,0,0,1,11,10,2.62,4.30,4.37,1.28,140,101,114,-1.68,1.4%,11.6%,7.2%,4.4%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Watanabe Yutaro,16,6,6,1,0,0,386,85.1,103,6,55,35,0,3,2,56,37,3.90,4.56,4.28,1.62,94,107,112,-0.66,1.6%,14.2%,9.1%,5.1%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Yoza Kaito,5,1,0,0,0,0,61,17.0,6,0,17,4,0,0,0,0,0,0.00,2.30,2.67,0.59,999,54,70,-2.30,0.0%,27.9%,6.6%,21.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Fukuda Suguru,24,1,1,4,0,0,112,25.0,19,1,34,16,0,1,2,10,7,2.52,3.44,3.19,1.40,144,82,84,-0.92,0.9%,30.4%,14.3%,16.1%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Fukushima Ren,14,1,0,0,0,0,74,16.0,11,0,14,16,0,1,2,9,9,5.06,5.03,5.07,1.69,72,120,133,0.03,0.0%,18.9%,21.6%,-2.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Furukawa Yuri,8,0,0,0,0,0,32,8.0,6,0,11,2,0,0,1,0,0,0.00,1.60,1.99,1.00,999,38,52,-1.60,0.0%,34.4%,6.2%,28.2%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Hasegawa Ryota,5,0,0,0,0,0,19,5.0,4,0,2,2,0,0,0,2,2,3.60,4.00,4.80,1.20,101,95,126,-0.40,0.0%,10.5%,10.5%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Hasegawa Takehiro,10,0,0,1,0,0,45,10.0,7,1,14,6,0,3,2,2,2,1.80,4.80,3.02,1.30,201,114,79,-3.00,2.2%,31.1%,13.3%,17.8%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Himeno Yuya,20,0,1,0,0,0,96,20.1,18,1,15,16,0,0,4,16,14,6.20,5.12,4.90,1.67,58,122,128,1.08,1.0%,15.6%,16.7%,-1.1%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Hori Mizuki,4,0,0,0,0,0,13,4.0,0,0,4,1,0,0,0,0,0,0.00,2.35,2.49,0.25,999,56,65,-2.35,0.0%,30.8%,7.7%,23.1%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Iguchi Kazutomo,20,0,2,4,0,0,90,22.0,15,0,16,7,1,0,0,10,8,3.27,3.10,3.80,1.00,111,74,99,0.17,0.0%,17.8%,7.8%,10.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Ikeda Takahide,13,2,1,0,0,0,211,51.2,49,12,46,15,0,2,1,25,21,3.66,5.82,3.33,1.24,99,139,87,-2.16,5.7%,21.8%,7.1%,14.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Ishikawa Naoya,13,2,0,1,0,0,48,13.0,3,0,13,7,0,0,1,1,1,0.69,3.21,3.55,0.77,525,77,93,-2.52,0.0%,27.1%,14.6%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Kakigi Ren,27,1,4,1,0,0,155,34.1,49,3,23,10,0,2,1,25,24,6.29,4.44,3.96,1.72,58,106,104,1.85,1.9%,14.8%,6.5%,8.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Kaneko Chihiro,14,7,3,0,0,0,303,76.0,69,7,53,13,0,0,1,26,21,2.49,3.91,3.48,1.08,145,93,91,-1.42,2.3%,17.5%,4.3%,13.2%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Kawano Ryusei,12,1,3,2,0,0,143,36.0,34,6,32,2,0,1,0,19,16,4.00,4.23,2.70,1.00,90,101,71,-0.23,4.2%,22.4%,1.4%,21.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
